datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery,battery_discharge,battery_charge_from_solar,battery_charge_from_grid,energy_price,solar_purchase_price,solar_export_price
2020-03-19 00:00:00,-250.0,-0.0,1040.0,790.0,0.0,790.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.41,0.39
2020-03-19 01:00:00,-250.0,230.0,1010.0,760.0,0.0,760.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.41,0.39
2020-03-19 02:00:00,-250.0,460.0,952.0,702.0,0.0,702.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.41,0.39
2020-03-19 03:00:00,-250.0,690.0,1014.0,764.0,0.0,764.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.41,0.39
2020-03-19 04:00:00,-86.95652173913038,920.0,722.9565217391304,636.0,0.0,636.0,0.0,0.0,0.0,0.0,-0.0,-86.95652173913038,0.2529,0.41,0.39
2020-03-19 05:00:00,-0.0,1000.0,548.0,548.0,0.0,548.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-19 06:00:00,-0.0,1000.0,540.0,540.0,0.0,540.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-19 07:00:00,-0.0,1000.0,718.0,942.0,224.0,718.0,224.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.41,0.39
2020-03-19 08:00:00,114.0,1000.0,0.0,848.0,734.0,114.0,734.0,0.0,0.0,114.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 09:00:00,-134.68809073724,876.0869565217391,0.0,1238.0,1432.0,0.0,1238.0,59.31190926276,134.68809073724,0.0,-134.68809073724,0.0,1.0207,0.41,0.39
2020-03-19 10:00:00,-1.2067641572012572e-13,999.9999999999999,6.989577998509688e-15,1653.0,2145.0,0.0,1653.0,491.9999999999999,1.1368683772161603e-13,0.0,-1.1368683772161603e-13,-6.989577998509688e-15,1.0207,0.41,0.39
2020-03-19 11:00:00,-0.0,1000.0,0.0,1320.0,2698.0,0.0,1320.0,1378.0,0.0,-0.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 12:00:00,-0.0,1000.0,0.0,1036.0,2746.0,0.0,1036.0,1710.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 13:00:00,-0.0,1000.0,0.0,1486.0,2640.0,0.0,1486.0,1154.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 14:00:00,-0.0,1000.0,0.0,982.0,2058.0,0.0,982.0,1076.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 15:00:00,-0.0,1000.0,0.0,1131.0,1829.0,0.0,1131.0,698.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 16:00:00,-0.0,1000.0,0.0,1076.0,1504.0,0.0,1076.0,428.0,0.0,-0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 17:00:00,250.0,1000.0,276.0,1177.0,651.0,526.0,651.0,0.0,0.0,250.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 18:00:00,250.0,728.2608695652174,762.0,1032.0,20.0,1012.0,20.0,0.0,0.0,250.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 19:00:00,250.0,456.52173913043475,696.0,946.0,0.0,946.0,0.0,0.0,0.0,250.0,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 20:00:00,169.99999999999997,184.78260869565213,622.0,792.0,0.0,792.0,0.0,0.0,0.0,169.99999999999997,-0.0,0.0,1.0207,0.41,0.39
2020-03-19 21:00:00,0.0,-0.0,808.0,808.0,0.0,808.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 22:00:00,0.0,-0.0,850.0,850.0,0.0,850.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
2020-03-19 23:00:00,0.0,-0.0,788.0,788.0,0.0,788.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.41,0.39
