datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery
2020-03-22 00:00:00,0.0,-0.0,806.0,806,0,806,0,0.0,0.0
2020-03-22 01:00:00,-22.0,-0.0,806.0,784,0,784,0,0.0,0.0
2020-03-22 02:00:00,-18.0,22.0,806.0,788,0,788,0,0.0,0.0
2020-03-22 03:00:00,-152.0,40.0,806.0,654,0,654,0,0.0,0.0
2020-03-22 04:00:00,-220.0,192.0,806.0,586,0,586,0,0.0,0.0
2020-03-22 05:00:00,-282.0,412.0,806.0,524,0,524,0,0.0,0.0
2020-03-22 06:00:00,-294.0,694.0,806.0,512,0,512,0,0.0,0.0
2020-03-22 07:00:00,-14.0,988.0,806.0,985,193,792,193,0.0,0.0
2020-03-22 08:00:00,474.0,1002.0,-0.0,791,317,474,317,0.0,0.0
2020-03-22 09:00:00,330.0,528.0,-0.0,707,377,330,377,0.0,0.0
2020-03-22 10:00:00,-0.0,198.0,-0.0,723,1441,0,723,718.0,0.0
2020-03-22 11:00:00,-0.0,198.0,-0.0,932,2664,0,932,1732.0,0.0
2020-03-22 12:00:00,-0.0,198.0,-0.0,383,2047,0,383,1664.0,0.0
2020-03-22 13:00:00,-428.0,198.0,-0.0,567,1877,0,567,882.0,428.0
2020-03-22 14:00:00,-618.0,626.0,-0.0,1172,1790,0,1172,0.0,618.0
2020-03-22 15:00:00,-376.0,1244.0,-0.0,457,833,0,457,0.0,376.0
2020-03-22 16:00:00,-380.0,1620.0,-0.0,249,629,0,249,0.0,380.0
2020-03-22 17:00:00,378.0,2000.0,-0.0,600,222,378,222,0.0,0.0
2020-03-22 18:00:00,504.0,1622.0,-0.0,513,9,504,9,0.0,0.0
2020-03-22 19:00:00,628.0,1118.0,-0.0,628,0,628,0,0.0,0.0
2020-03-22 20:00:00,490.0,490.0,206.0,696,0,696,0,0.0,0.0
2020-03-22 21:00:00,-0.0,-0.0,600.0,600,0,600,0,0.0,0.0
2020-03-22 22:00:00,-0.0,0.0,576.0,576,0,576,0,0.0,0.0
2020-03-22 23:00:00,-0.0,-0.0,524.0,524,0,524,0,0.0,0.0
