datetime,battery_power,battery_energy,net_load_after_storage
2020-06-22 00:00:00,-124.38190112110792,6.099246517316387e-13,1452.381901122676
2020-06-22 01:00:00,-102.32146954340956,124.38190112110847,1310.3214695459083
2020-06-22 02:00:00,-89.11846005072577,226.70337066451813,1343.118460053354
2020-06-22 03:00:00,-83.5872971237037,315.8218307152441,1271.5872971263984
2020-06-22 04:00:00,-83.45306666055858,399.409127838948,1173.4530666633348
2020-06-22 05:00:00,-87.27698426431425,482.8621944995068,1213.2769842671325
2020-06-22 06:00:00,-99.22281920370595,570.1391787638213,1197.2228192067148
2020-06-22 07:00:00,-130.6379922614314,669.3619979675275,876.6379922650177
2020-06-22 08:00:00,199.9999854570367,799.999990228959,258.00001453756795
2020-06-22 09:00:00,199.9999859018567,600.000004771921,1000.0000140907916
2020-06-22 10:00:00,199.99998679549543,400.0000188700631,1576.0000131877423
2020-06-22 11:00:00,200.00000636233506,200.0000320745665,2721.99999369263
2020-06-22 12:00:00,-161.47177479509213,2.5712229871493446e-05,1881.4717747675968
2020-06-22 13:00:00,-157.74059142100498,161.4718005073209,1939.7405914135602
2020-06-22 14:00:00,-160.90172799793967,319.2123919283251,936.9017279941361
2020-06-22 15:00:00,-159.5477849774588,480.1141199262639,1265.547784973858
2020-06-22 16:00:00,-160.33808249357128,639.661904903722,1958.3380824886754
2020-06-22 17:00:00,199.9999928882434,799.9999873972924,1164.0000071084228
2020-06-22 18:00:00,199.99999306300245,599.999994509049,1182.0000069337652
2020-06-22 19:00:00,199.99999309838756,400.0000014460463,1246.0000068984048
2020-06-22 20:00:00,199.99999278374708,200.00000834765868,1332.0000072131338
2020-06-22 21:00:00,-85.64056824424213,1.5563911565615075e-05,1779.640568239278
2020-06-22 22:00:00,-58.7890177950647,85.64058380815366,1570.789017791275
2020-06-22 23:00:00,144.42959854000907,144.42960160321854,1315.5704014618248
