datetime,battery_power,battery_energy,net_load_after_storage
2020-06-22 00:00:00,-413.1590483128028,1.908572445881691e-12,1741.1590478918904
2020-06-22 01:00:00,-326.6768339476527,413.15904831279875,1534.6768339325445
2020-06-22 02:00:00,-313.14805934527476,739.8358822604479,1567.14805909352
2020-06-22 03:00:00,-305.35286627328486,1052.98394160572,1493.352866041591
2020-06-22 04:00:00,-308.28895879934487,1358.3368078790033,1398.2889585888993
2020-06-22 05:00:00,-312.98251061808304,1666.6257666783465,1438.9825104211977
2020-06-22 06:00:00,-356.3702280147763,1979.608277296428,1454.3702278276803
2020-06-22 07:00:00,-464.0208322823663,2335.978505311202,1210.0208321061912
2020-06-22 08:00:00,457.9997860971324,2799.9993375935633,0.00021368252362811985
2020-06-22 09:00:00,699.9995017674041,2341.9995514964194,500.0004979548605
2020-06-22 10:00:00,699.999690530705,1642.0000497290023,1076.0003086821253
2020-06-22 11:00:00,700.0003799283236,942.0003591982824,2221.999621664784
2020-06-22 12:00:00,-455.3154446221999,241.9999792699454,2175.3154437977933
2020-06-22 13:00:00,-395.67011037253684,697.315423892136,2177.6701096828515
2020-06-22 14:00:00,-660.2112701202518,1092.9855342646647,1436.211269675284
2020-06-22 15:00:00,-659.6691003298831,1753.1968043849085,1765.6690998875563
2020-06-22 16:00:00,-387.132208037588,2412.8659047147835,2185.132207531525
2020-06-22 17:00:00,699.9993743106728,2799.9981127523615,664.0006251917958
2020-06-22 18:00:00,699.9993837159942,2099.998738441681,682.00061576629
2020-06-22 19:00:00,699.9993859944174,1399.9993547256784,746.0006134541844
2020-06-22 20:00:00,699.9993844743877,699.9999687312531,832.0006149550848
2020-06-22 21:00:00,-270.61875860194453,0.0005842568587199207,1964.6187580533738
2020-06-22 22:00:00,-194.4432648586212,270.61934285879744,1706.4432643553487
2020-06-22 23:00:00,465.06246710115835,465.0626077174172,994.9375323460463
