datetime,battery_power,battery_energy,net_load_after_storage
2020-06-22 00:00:00,-218.32719905316836,3.383362727849386e-12,1546.3271990622097
2020-06-22 01:00:00,-143.61197606945407,218.32719905317202,1351.6119760707195
2020-06-22 02:00:00,-119.47802868173017,361.9391751226266,1373.4780286806845
2020-06-22 03:00:00,-112.67302878289428,481.41720380435726,1300.6730287816993
2020-06-22 04:00:00,-114.22612245848569,594.0902325872522,1204.2261224577112
2020-06-22 05:00:00,-121.21195092115737,708.3163550457384,1247.2119509206211
2020-06-22 06:00:00,-143.88044645660102,829.5283059668964,1241.8804464561892
2020-06-22 07:00:00,-226.59124313657344,973.4087524234978,972.5912431359604
2020-06-22 08:00:00,293.56582656709816,1199.9999955600715,164.43417343079216
2020-06-22 09:00:00,401.3067786304509,906.4341689929737,798.693221358783
2020-06-22 10:00:00,-94.87262625412711,505.1273903625232,1870.8726261565146
2020-06-22 11:00:00,600.0000157448466,600.0000166166503,2321.9999841828962
2020-06-22 12:00:00,-313.1612710792843,8.718031194654919e-07,2033.1612709885972
2020-06-22 13:00:00,-308.7408548984834,313.1612719510863,2090.7408548115454
2020-06-22 14:00:00,-152.21409316399064,621.9021268495687,928.2140931518256
2020-06-22 15:00:00,-197.1183947117943,774.1162200135595,1303.1183946993096
2020-06-22 16:00:00,-228.76537866026425,971.2346147253539,2026.765378651892
2020-06-22 17:00:00,328.0336644868874,1199.9999933856182,1035.9663355014973
2020-06-22 18:00:00,271.9875366876601,871.9663288987307,1110.0124633001658
2020-06-22 19:00:00,273.3764808808494,599.9787922110704,1172.623519107515
2020-06-22 20:00:00,326.6023028091626,326.6023113302209,1205.3976971803654
2020-06-22 21:00:00,-231.99150101089614,8.52105829420743e-06,1925.991501002551
2020-06-22 22:00:00,-174.03912306790983,231.99150953195434,1686.0391230574144
2020-06-22 23:00:00,406.0306277828285,406.0306325998643,1053.9693722134102
