,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge
0,2020-08-01,False,True,0.41,340,80,40,2cd,1,63.63846154,-0.0,63.63846154,102.29230769,-716.0088180227518,-716.0088180227518,-638.9792388923167,0.0,0.0,77.02957913043497,2310.887373913049,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
1,2020-08-02,False,True,0.41,340,80,40,2cd,1,58.14615385,-0.0,58.14615385,96.37692308,-721.1255722855917,-721.1255722855917,-644.0959931551567,0.0,0.0,77.02957913043497,2310.887373913049,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
2,2020-08-03,False,True,0.41,340,80,40,2cd,1,446.5615385,-0.0,446.5615385,446.5615385,-3340.2469004607274,-3340.2469004607274,-3263.2173213302917,0.0,0.0,77.0295791304352,2310.887373913056,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
3,2020-08-04,False,True,0.41,340,80,40,2cd,1,370.9923077,-0.0,370.9923077,382.6923077,-3267.3523626834635,-3267.3523626834635,-3190.3227835530292,0.0,0.0,77.0295791304352,2310.887373913056,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
4,2020-08-05,False,True,0.41,340,80,40,2cd,1,431.00769230000003,-0.0,431.00769230000003,423.01538460000006,-3443.301612551141,-3443.301612551141,-3366.272033420705,0.0,0.0,77.0295791304352,2310.887373913056,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
5,2020-08-06,False,True,0.41,340,80,40,2cd,1,403.2692308,-0.0,403.2692308,428.5615385,-3255.08876089085,-3255.08876089085,-3178.0591817604163,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
6,2020-08-07,False,True,0.41,340,80,40,2cd,1,449.96153849999996,-0.0,449.96153849999996,449.96153849999996,-3484.8324330050677,-3484.8324330050677,-3407.802853874632,0.0,0.0,77.0295791304352,2310.887373913056,-30000,-30000,-30000,0,0,0.14121317591062033,0.0,-0.0
7,2020-08-08,False,True,0.41,340,80,40,2cd,1,193.55384619999998,-0.0,193.55384619999998,203.1,-1489.577830214701,-1489.577830214701,-1412.5482510842664,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
8,2020-08-09,False,True,0.41,340,80,40,2cd,1,158.87142859999997,-0.0,158.87142859999997,198.87142859999997,-1486.354720644797,-1486.354720644797,-1409.3251415143625,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
9,2020-08-10,False,True,0.41,340,80,40,2cd,1,416.2,-0.0,416.2,446.21538460000005,-3528.3043588793143,-3528.3043588793143,-3451.27477974888,0.0,0.0,77.0295791304343,2310.887373913029,-30000,-30000,-30000,0,0,0.14121317591061922,0.0,-0.0
10,2020-08-11,False,True,0.41,340,80,40,2cd,1,398.2307692,-0.0,398.2307692,398.2307692,-3205.1936430526684,-3205.1936430526684,-3128.1640639222333,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
11,2020-08-12,False,True,0.41,340,80,40,2cd,1,408.53846150000004,-0.0,408.53846150000004,402.97857139999996,-3153.213043482064,-3153.213043482064,-3076.183464351629,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
12,2020-08-13,False,True,0.41,340,80,40,2cd,1,437.92307689999996,-0.0,437.92307689999996,466.2384615,-3449.496432635764,-3449.496432635764,-3372.466853505329,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
13,2020-08-14,False,True,0.41,340,80,40,2cd,1,395.8153846,-0.0,395.8153846,400.00714289999996,-3158.413327115833,-3158.413327115833,-3081.383747985399,0.0,0.0,77.02957913043473,2310.887373913042,-30000,-30000,-30000,0,0,0.14121317591061966,0.0,-0.0
