datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery
2021-05-27 00:10:00,-100.0,15.333333333333332,275.1130405,175.1130405,0.0,175.1130405,0.0,0.0,0.0
2021-05-27 00:15:00,-100.0,23.0,276.16956100000004,176.16956100000002,0.0,176.16956100000002,0.0,0.0,0.0
2021-05-27 00:20:00,-100.0,30.666666666666664,279.2260927,179.22609269999998,0.0,179.22609269999998,0.0,0.0,0.0
2021-05-27 00:25:00,-100.0,38.33333333333333,283.53913339999997,183.5391334,0.0,183.5391334,0.0,0.0,0.0
2021-05-27 00:30:00,-100.0,45.99999999999999,277.72173610000004,177.72173610000002,0.0,177.72173610000002,0.0,0.0,0.0
2021-05-27 00:35:00,-100.0,53.66666666666666,269.1347777,169.13477769999997,0.0,169.13477769999997,0.0,0.0,0.0
2021-05-27 00:40:00,-100.0,61.33333333333332,267.204347,167.20434699999998,0.0,167.20434699999998,0.0,0.0,0.0
2021-05-27 00:45:00,-100.0,68.99999999999999,267.09999849999997,167.0999985,0.0,167.0999985,0.0,0.0,0.0
2021-05-27 00:50:00,-100.0,76.66666666666666,275.278256,175.278256,0.0,175.278256,0.0,0.0,0.0
2021-05-27 00:55:00,-100.0,84.33333333333333,272.5782564,172.57825640000001,0.0,172.57825640000001,0.0,0.0,0.0
2021-05-27 01:00:00,-100.0,92.0,264.9958375,164.9958375,0.0,164.9958375,0.0,0.0,0.0
2021-05-27 01:05:00,-100.0,99.66666666666667,264.5043448,164.5043448,0.0,164.5043448,0.0,0.0,0.0
2021-05-27 01:10:00,-100.0,107.33333333333334,257.800003,157.800003,0.0,157.800003,0.0,0.0,0.0
2021-05-27 01:15:00,-100.0,115.00000000000001,261.0500055,161.0500055,0.0,161.0500055,0.0,0.0,0.0
2021-05-27 01:20:00,-100.0,122.66666666666669,270.8291702,170.8291702,0.0,170.8291702,0.0,0.0,0.0
2021-05-27 01:25:00,-100.0,130.33333333333334,271.5041669,171.5041669,0.0,171.5041669,0.0,0.0,0.0
2021-05-27 01:30:00,-100.0,138.0,259.9374944,159.93749440000002,0.0,159.93749440000002,0.0,0.0,0.0
2021-05-27 01:35:00,-100.0,145.66666666666666,269.3500023,169.3500023,0.0,169.3500023,0.0,0.0,0.0
2021-05-27 01:40:00,-100.0,153.33333333333331,275.0666657,175.0666657,0.0,175.0666657,0.0,0.0,0.0
2021-05-27 01:45:00,-100.0,160.99999999999997,280.9217449,180.9217449,0.0,180.9217449,0.0,0.0,0.0
2021-05-27 01:50:00,-100.0,168.66666666666663,284.4416675,184.4416675,0.0,184.4416675,0.0,0.0,0.0
2021-05-27 01:55:00,-100.0,176.3333333333333,285.230433,185.230433,0.0,185.230433,0.0,0.0,0.0
2021-05-27 02:00:00,-100.0,183.99999999999994,282.2086984,182.2086984,0.0,182.2086984,0.0,0.0,0.0
2021-05-27 02:05:00,-100.0,191.6666666666666,279.00869750000004,179.0086975,0.0,179.0086975,0.0,0.0,0.0
2021-05-27 02:10:00,-100.0,199.33333333333326,279.63913030000003,179.6391303,0.0,179.6391303,0.0,0.0,0.0
2021-05-27 02:15:00,-100.0,206.99999999999991,268.7333336,168.73333359999998,0.0,168.73333359999998,0.0,0.0,0.0
2021-05-27 02:20:00,-100.0,214.66666666666657,270.2347856,170.23478559999998,0.0,170.23478559999998,0.0,0.0,0.0
2021-05-27 02:25:00,-29.440000000001206,222.33333333333323,204.8921737000012,175.4521737,0.0,175.4521737,0.0,0.0,0.0
2021-05-27 02:30:00,-4.521984000000171,224.5904,177.65241290000017,173.1304289,0.0,173.1304289,0.0,0.0,0.0
2021-05-27 02:35:00,-0.6945767423998683,224.93708544,172.77283644239986,172.0782597,0.0,172.0782597,0.0,0.0,0.0
2021-05-27 02:40:00,-0.10668698763272788,224.990336323584,176.29798908763274,176.1913021,0.0,176.1913021,0.0,0.0,0.0
2021-05-27 02:45:00,-0.01638712130045672,224.99851565930248,175.63377892130046,175.6173918,0.0,175.6173918,0.0,0.0,0.0
2021-05-27 02:50:00,-0.002517061831835754,224.99977200526885,173.2851257618318,173.28260869999997,0.0,173.28260869999997,0.0,0.0,0.0
2021-05-27 02:55:00,-0.00038662069740880156,224.99996498000928,174.3786441206974,174.3782575,0.0,174.3782575,0.0,0.0,0.0
2021-05-27 03:00:00,-5.938493930202071e-05,224.9999946209294,163.1565780849393,163.1565187,0.0,163.1565187,0.0,0.0,0.0
2021-05-27 03:05:00,-9.121526630018195e-06,224.99999917377477,180.7434857215266,180.74347659999998,0.0,180.74347659999998,0.0,0.0,0.0
2021-05-27 03:10:00,-1.4010663509367305e-06,224.9999998730918,176.58749600106637,176.5874946,0.0,176.5874946,0.0,0.0,0.0
2021-05-27 03:15:00,-2.152039026981356e-07,224.99999998050689,185.00000411520392,185.00000390000002,0.0,185.00000390000002,0.0,0.0,0.0
2021-05-27 03:20:00,-3.305519458152162e-08,224.99999999700586,178.3173973330552,178.3173973,0.0,178.3173973,0.0,0.0,0.0
2021-05-27 03:25:00,-5.077650300222558e-09,224.99999999954008,116.86521520507765,116.8652152,0.0,116.8652152,0.0,0.0,0.0
2021-05-27 03:30:00,-7.796283618688449e-10,224.99999999992937,114.33912930077963,114.33912930000001,0.0,114.33912930000001,0.0,0.0,0.0
2021-05-27 03:35:00,-1.1996403870284666e-10,224.99999999998914,127.83913250011996,127.83913249999999,0.0,127.83913249999999,0.0,0.0,0.0
2021-05-27 03:40:00,-1.8201440354914666e-11,224.99999999999835,122.9608666000182,122.9608666,0.0,122.9608666,0.0,0.0,0.0
2021-05-27 03:45:00,-2.757793993168889e-12,224.99999999999974,128.03477820000276,128.0347782,0.0,128.0347782,0.0,0.0,0.0
