datetime,net_load_before_pv,pv,net_load_after_pv
1/15/21 21:35,260.600006,0,260.600006
1/15/21 21:40,220.3086959,0,220.3086959
1/15/21 21:45,248.2521727,0,248.2521727
1/15/21 21:50,217.7345183,0,217.7345183
1/15/21 21:55,208.5260892,0,208.5260892
1/15/21 22:00,236.9869505,0,236.9869505
1/15/21 22:05,177.1500015,0,177.1500015
1/15/21 22:10,184.4347774,0,184.4347774
1/15/21 22:15,164.3695652,0,164.3695652
1/15/21 22:20,181.5434763,0,181.5434763
1/15/21 22:25,160.673913,0,160.673913
1/15/21 22:30,178.1087002,0,178.1087002
1/15/21 22:35,193.5304366,0,193.5304366
1/15/21 22:40,162.0043448,0,162.0043448
1/15/21 22:45,178.7999991,0,178.7999991
1/15/21 22:50,159.5826084,0,159.5826084
1/15/21 22:55,156.5434783,0,156.5434783
1/15/21 23:00,183.1391329,0,183.1391329
1/15/21 23:05,166.2250023,0,166.2250023
1/15/21 23:10,180.6565194,0,180.6565194
1/15/21 23:15,160.1250038,0,160.1250038
1/15/21 23:20,168.2750059,0,168.2750059
1/15/21 23:25,186.8086966,0,186.8086966
1/15/21 23:30,162.095654,0,162.095654
1/15/21 23:35,180.0739188,0,180.0739188
1/15/21 23:40,152.699997,0,152.699997
1/15/21 23:45,167.5625025,0,167.5625025
1/15/21 23:50,146.856519,0,146.856519
1/15/21 23:55,170.100006,0,170.100006
1/16/21 0:00,188.5000038,0,188.5000038
1/16/21 0:05,222.5086949,0,222.5086949
1/16/21 0:10,257.0478172,0,257.0478172
1/16/21 0:15,231.0666607,0,231.0666607
1/16/21 0:20,249.0912994,0,249.0912994
1/16/21 0:25,261.449997,0,261.449997
1/16/21 0:30,253.6999995,0,253.6999995
1/16/21 0:35,256.799988,0,256.799988
1/16/21 0:40,235.1916607,0,235.1916607
1/16/21 0:45,231.3874951,0,231.3874951
1/16/21 0:50,236.0217443,0,236.0217443
1/16/21 0:55,232.8583323,0,232.8583323
1/16/21 1:00,256.8333221,0,256.8333221
1/16/21 1:05,235.0208358,0,235.0208358
1/16/21 1:10,249.2250041,0,249.2250041
1/16/21 1:15,218.0391302,0,218.0391302
1/16/21 1:20,244.199997,0,244.199997
1/16/21 1:25,241.200002,0,241.200002
1/16/21 1:30,223.337494,0,223.337494
1/16/21 1:35,262.762512,0,262.762512
1/16/21 1:40,232.3347766,0,232.3347766
1/16/21 1:45,248.1416639,0,248.1416639
1/16/21 1:50,235.8260863,0,235.8260863
1/16/21 1:55,243.1521687,0,243.1521687
1/16/21 2:00,281.7912983,0,281.7912983
1/16/21 2:05,201.4695699,0,201.4695699
1/16/21 2:10,194.5695635,0,194.5695635
1/16/21 2:15,171.0434809,0,171.0434809
1/16/21 2:20,192.6434843,0,192.6434843
1/16/21 2:25,181.686954,0,181.686954
1/16/21 2:30,188.4782628,0,188.4782628
1/16/21 2:35,180.5782669,0,180.5782669
1/16/21 2:40,142.4652192,0,142.4652192
1/16/21 2:45,179.0347886,0,179.0347886
1/16/21 2:50,157.991309,0,157.991309
1/16/21 2:55,170.4260897,0,170.4260897
1/16/21 3:00,184.1565187,0,184.1565187
1/16/21 3:05,169.9434794,0,169.9434794
1/16/21 3:10,167.3750025,0,167.3750025
1/16/21 3:15,161.9565178,0,161.9565178
1/16/21 3:20,177.4521789,0,177.4521789
1/16/21 3:25,166.5,0,166.5
1/16/21 3:30,171.6347816,0,171.6347816
1/16/21 3:35,173.8565197,0,173.8565197
1/16/21 3:40,151.4260812,0,151.4260812
1/16/21 3:45,167.2434746,0,167.2434746
1/16/21 3:50,138.956527,0,138.956527
1/16/21 3:55,176.9739128,0,176.9739128
1/16/21 4:00,157.0521692,0,157.0521692
1/16/21 4:05,176.9260903,0,176.9260903
1/16/21 4:10,174.0434783,0,174.0434783
1/16/21 4:15,170.7521708,0,170.7521708
1/16/21 4:20,185.8166625,0,185.8166625
1/16/21 4:25,168.978257,0,168.978257
1/16/21 4:30,171.149994,0,171.149994
1/16/21 4:35,148.5166702,0,148.5166702
1/16/21 4:40,158.765215,0,158.765215
1/16/21 4:45,179.9521769,0,179.9521769
1/16/21 4:50,146.8000049,0,146.8000049
1/16/21 4:55,176.6913021,0,176.6913021
1/16/21 5:00,173.9666672,0,173.9666672
1/16/21 5:05,173.5583356,0,173.5583356
1/16/21 5:10,182.8458291,0,182.8458291
1/16/21 5:15,160.8500004,0,160.8500004
1/16/21 5:20,181.0708363,0,181.0708363
1/16/21 5:25,176.9333293,0,176.9333293
1/16/21 5:30,165.2666627,0,165.2666627
1/16/21 5:35,190.7333361,0,190.7333361
1/16/21 5:40,151.125,0,151.125
1/16/21 5:45,182.3347805,0,182.3347805
1/16/21 5:50,160.6583366,0,160.6583366
1/16/21 5:55,184.7416662,0,184.7416662
1/16/21 6:00,198.4500008,0,198.4500008
1/16/21 6:05,158.8875026,0,158.8875026
1/16/21 6:10,197.9749973,0,197.9749973
1/16/21 6:15,161.0695622,0,161.0695622
1/16/21 6:20,180.2666702,0,180.2666702
1/16/21 6:25,198.1956509,0,198.1956509
1/16/21 6:30,179.021743,0,179.021743
1/16/21 6:35,191.7041702,0,191.7041702
1/16/21 6:40,182.824997,0,182.824997
1/16/21 6:45,185.50435,0,185.50435
1/16/21 6:50,175.0999948,0,175.0999948
1/16/21 6:55,177.199997,0,177.199997
1/16/21 7:00,211.0347801,0.043478261,210.9913019
1/16/21 7:05,183.1913072,0.947826087,182.2434811
1/16/21 7:10,209.704346,2.452173913,207.2521721
1/16/21 7:15,197.7956582,4.543478261,193.2521799
1/16/21 7:20,273.1992971,9.195652174,264.003645
1/16/21 7:25,257.8217372,12.47391304,245.3478241
1/16/21 7:30,305.300007,16.700001,288.600006
1/16/21 7:35,315.1391316,29.3260863,285.8130453
1/16/21 7:40,354.5347918,29.56086857,324.9739232
1/16/21 7:45,365.0956462,32.54347826,332.5521679
1/16/21 7:50,385.6217438,29.39130435,356.2304395
1/16/21 7:55,416.7130469,46.16086983,370.552177
