datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery,battery_discharge,battery_charge_from_solar,battery_charge_from_grid,energy_price,solar_purchase_price,solar_export_price,date,time
2020-03-16 00:00:00,-500.0,-0.0,1162.0,662.0,0.0,662.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-16,00:00:00
2020-03-16 01:00:00,-500.0,460.0,1248.0,748.0,0.0,748.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-16,01:00:00
2020-03-16 02:00:00,-500.0,920.0,1186.0,686.0,0.0,686.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-16,02:00:00
2020-03-16 03:00:00,-500.0,1380.0,1192.0,692.0,0.0,692.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-16,03:00:00
2020-03-16 04:00:00,-173.91304347826076,1840.0,927.9130434782608,754.0,0.0,754.0,0.0,0.0,0.0,0.0,-0.0,-173.91304347826076,0.2529,0.39,0.42,2020-03-16,04:00:00
2020-03-16 05:00:00,-0.0,2000.0,938.0,938.0,0.0,938.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-16,05:00:00
2020-03-16 06:00:00,-0.0,2000.0,1348.0,1348.0,0.0,1348.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-16,06:00:00
2020-03-16 07:00:00,-0.0,2000.0,1251.996,1490.316,238.32,1251.996,238.32,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-16,07:00:00
2020-03-16 08:00:00,298.00199999999995,2000.0,0.0,998.602,700.6,298.00199999999995,700.6,0.0,0.0,298.00199999999995,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,08:00:00
2020-03-16 09:00:00,300.00299999999993,1676.0847826086956,0.0,2023.023,1723.02,300.00299999999993,1723.02,0.0,0.0,300.00299999999993,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,09:00:00
2020-03-16 10:00:00,-500.0,1349.9945652173915,0.0,1837.246,2383.25,0.0,1837.246,46.003999999999905,500.0,0.0,-500.0,0.0,1.0207,0.39,0.42,2020-03-16,10:00:00
2020-03-16 11:00:00,-206.5276465028354,1809.9945652173915,0.0,1874.674,2616.67,0.0,1874.674,535.4683534971647,206.5276465028354,0.0,-206.5276465028354,0.0,1.0207,0.39,0.42,2020-03-16,11:00:00
2020-03-16 12:00:00,-0.0,2000.0,0.0,1969.0929999999998,2165.09,0.0,1969.0929999999998,195.9970000000003,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,12:00:00
2020-03-16 13:00:00,-0.0,2000.0,0.0,2214.976,2976.98,0.0,2214.976,762.0039999999999,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,13:00:00
2020-03-16 14:00:00,-0.0,2000.0,254.0029999999997,2880.903,2626.9,254.0029999999997,2626.9,0.0,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,14:00:00
2020-03-16 15:00:00,-0.0,2000.0,29.999000000000024,1859.239,1829.24,29.999000000000024,1829.24,0.0,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,15:00:00
2020-03-16 16:00:00,-0.0,2000.0,1653.997,2133.047,479.05,1653.997,479.05,0.0,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,16:00:00
2020-03-16 17:00:00,500.0,2000.0,727.9970000000001,1605.707,377.71,1227.997,377.71,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,17:00:00
2020-03-16 18:00:00,500.0,1456.5217391304348,704.001,1209.651,5.65,1204.001,5.65,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,18:00:00
2020-03-16 19:00:00,500.0,913.0434782608695,836.0,1336.0,0.0,1336.0,0.0,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,19:00:00
2020-03-16 20:00:00,339.99999999999994,369.56521739130426,858.0,1198.0,0.0,1198.0,0.0,0.0,0.0,339.99999999999994,-0.0,0.0,1.0207,0.39,0.42,2020-03-16,20:00:00
2020-03-16 21:00:00,0.0,-0.0,1308.0,1308.0,0.0,1308.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,21:00:00
2020-03-16 22:00:00,0.0,-0.0,1318.0,1318.0,0.0,1318.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,22:00:00
2020-03-16 23:00:00,0.0,-0.0,1168.0,1168.0,0.0,1168.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-16,23:00:00
2020-03-17 00:00:00,-500.0,-0.0,1668.0,1168.0,0.0,1168.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-17,00:00:00
2020-03-17 01:00:00,-500.0,460.0,1622.0,1122.0,0.0,1122.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-17,01:00:00
2020-03-17 02:00:00,-500.0,920.0,1610.0,1110.0,0.0,1110.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-17,02:00:00
2020-03-17 03:00:00,-500.0,1380.0,1476.0,976.0,0.0,976.0,0.0,0.0,0.0,0.0,-0.0,-500.0,0.2529,0.39,0.42,2020-03-17,03:00:00
2020-03-17 04:00:00,-173.91304347826076,1840.0,1321.9130434782608,1148.0,0.0,1148.0,0.0,0.0,0.0,0.0,-0.0,-173.91304347826076,0.2529,0.39,0.42,2020-03-17,04:00:00
2020-03-17 05:00:00,-0.0,2000.0,1098.0,1098.0,0.0,1098.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-17,05:00:00
2020-03-17 06:00:00,-0.0,2000.0,1344.0,1344.0,0.0,1344.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-17,06:00:00
2020-03-17 07:00:00,-0.0,2000.0,1659.9950000000001,1898.595,238.6,1659.9950000000001,238.6,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42,2020-03-17,07:00:00
2020-03-17 08:00:00,500.0,2000.0,532.0,2022.11,990.11,1032.0,990.11,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,08:00:00
2020-03-17 09:00:00,367.9970000000003,1456.5217391304348,0.0,2014.3370000000002,1646.34,367.9970000000003,1646.34,0.0,0.0,367.9970000000003,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,09:00:00
2020-03-17 10:00:00,500.0,1056.5249999999996,804.0,3563.58,2259.58,1304.0,2259.58,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,10:00:00
2020-03-17 11:00:00,-324.0049999999999,513.0467391304344,0.0,1744.735,2068.74,0.0,1744.735,0.0,324.0049999999999,0.0,-324.0049999999999,0.0,1.0207,0.39,0.42,2020-03-17,11:00:00
2020-03-17 12:00:00,-500.0,811.1313391304343,0.0,1850.543,2808.54,0.0,1850.543,457.99700000000007,500.0,0.0,-500.0,0.0,0.5968,0.39,0.42,2020-03-17,12:00:00
2020-03-17 13:00:00,-500.0,1271.1313391304343,0.0,1501.78,2675.78,0.0,1501.78,674.0000000000002,500.0,0.0,-500.0,0.0,0.5968,0.39,0.42,2020-03-17,13:00:00
2020-03-17 14:00:00,-292.24854442344093,1731.1313391304343,0.0,1697.911,2415.91,0.0,1697.911,425.75045557655886,292.24854442344093,0.0,-292.24854442344093,0.0,0.5968,0.39,0.42,2020-03-17,14:00:00
2020-03-17 15:00:00,-0.0,2000.0,128.00099999999975,2270.531,2142.53,128.00099999999975,2142.53,0.0,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-17,15:00:00
2020-03-17 16:00:00,-0.0,2000.0,454.0020000000002,1753.3220000000001,1299.32,454.0020000000002,1299.32,0.0,0.0,-0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-17,16:00:00
2020-03-17 17:00:00,500.0,2000.0,421.99700000000007,1396.267,474.27,921.9970000000001,474.27,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,17:00:00
2020-03-17 18:00:00,500.0,1456.5217391304348,728.0039999999999,1242.214,14.21,1228.004,14.21,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,18:00:00
2020-03-17 19:00:00,500.0,913.0434782608695,754.0,1254.0,0.0,1254.0,0.0,0.0,0.0,500.0,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,19:00:00
2020-03-17 20:00:00,339.99999999999994,369.56521739130426,844.0,1184.0,0.0,1184.0,0.0,0.0,0.0,339.99999999999994,-0.0,0.0,1.0207,0.39,0.42,2020-03-17,20:00:00
2020-03-17 21:00:00,0.0,-0.0,1052.0,1052.0,0.0,1052.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-17,21:00:00
2020-03-17 22:00:00,0.0,-0.0,1114.0,1114.0,0.0,1114.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-17,22:00:00
2020-03-17 23:00:00,0.0,-0.0,1268.0,1268.0,0.0,1268.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42,2020-03-17,23:00:00
