datetime,battery_power,battery_energy,net_load_after_storage
2020-03-16 00:00:00,-264.7499995288088,1.0843705512633397e-12,926.74999949172
2020-03-16 01:00:00,-178.7499994437716,264.74999952880984,926.7499994225664
2020-03-16 02:00:00,-240.7499994638199,443.4999989725814,926.7499994190074
2020-03-16 03:00:00,-234.74999946875246,684.2499984364013,926.7499994207842
2020-03-16 04:00:00,-172.749999462284,918.9999979051536,926.7499994154321
2020-03-16 05:00:00,11.25000054014777,1091.7499973674376,926.7499994165447
2020-03-16 06:00:00,421.250000559153,1080.4999968272898,926.7499993986206
2020-03-16 07:00:00,325.25000057001967,659.2499962681369,926.7499993860155
2020-03-16 08:00:00,141.6204427512566,333.9999956981172,156.37955720703192
2020-03-16 09:00:00,192.37955189649443,192.37955294686057,107.62044806299855
2020-03-16 10:00:00,-545.9999990126524,1.0503661803039115e-06,8.535930757227383e-07
2020-03-16 11:00:00,-741.9999984062873,546.0000000630188,8.36338838918591e-07
2020-03-16 12:00:00,-369.076897758766,1287.9999984693063,173.07689953709848
2020-03-16 13:00:00,-926.9611616284459,1657.0768962280724,176.9611626838318
2020-03-16 14:00:00,-136.99617321534478,2584.0380578565178,390.9961732019043
2020-03-16 15:00:00,-278.96576906953544,2721.034231071863,308.9657690554198
2020-03-16 16:00:00,727.2500000246049,3000.000000141398,926.7499998037468
2020-03-16 17:00:00,301.25000003166076,2272.750000116793,926.7499997960724
2020-03-16 18:00:00,277.25000003124137,1971.5000000851326,926.7499997981311
2020-03-16 19:00:00,409.2500000312691,1694.250000053891,926.7499997990544
2020-03-16 20:00:00,271.2500000322954,1285.000000022622,926.7499997967277
2020-03-16 21:00:00,381.25000002555987,1013.7499999903267,926.749999803203
2020-03-16 22:00:00,391.2500000386825,632.499999964767,926.7499997930762
2020-03-16 23:00:00,241.25000005966731,241.24999992608454,926.7499997861805
