date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge,energy_saving_per_kWh,storage_params
5/9/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2194,-1400,1696,1896,-22054.4262,-16527.6072,-15750.49223,5526.819,165804.57,777.1149725,23313.44917,-87760,-67840,-75840,19920,-8000,0.068910658,0,0,29.14181147,800kWh-200kW
5/10/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2672,-2804,1424,1624,-19972.2792,-10914.492,-9864.275714,9057.7872,271733.616,1050.216286,31506.48858,-106880,-56960,-64960,49920,-8000,0.142654898,545.22,-218.12,39.38311072,800kWh-200kW
6/22/20,TRUE,TRUE,0.41,340,800,200,2cd,1,3435,-1099,2922,2774.176534,-26592.366,-21686.6526,-20909.53763,4905.7134,147171.402,777.1149725,23313.44917,-137400,-116880,-110967.0614,20520,5912.938621,0.193399251,0,0,29.14181147,800kWh-200kW
6/23/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2540,-481,2268,2120.176534,-25685.0884,-23642.0342,-22864.91923,2043.0542,61291.626,777.1149725,23313.44917,-101600,-90720,-84807.06138,10880,5912.938621,0.193399251,0,0,29.14181147,800kWh-200kW
6/24/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2728,-2668,1632,1633.209873,-22154.6196,-12173.113,-11273.80294,9981.5066,299445.198,899.310058,26979.30174,-109120,-65280,-65328.39491,43840,-48.39491109,0.173243646,75.22187021,-144.780598,33.72412717,800kWh-200kW
6/25/20,TRUE,TRUE,0.41,340,800,200,2cd,1,1552,-2359,970,1170,-7326.6128,-3205.9698,-2819.586323,4120.643,123619.29,386.3834771,11591.50431,-62080,-38800,-46800,23280,-8000,-0.106056051,2881.478133,-62.97375803,14.48938039,800kWh-200kW
6/26/20,TRUE,TRUE,0.41,340,800,200,2cd,1,1000,-1964,686,686,-8741.8473,-4477.8264,-3468.993598,4264.0209,127920.627,1008.832802,30264.98405,-40000,-27440,-27440,12560,0,0.200429456,1930.205535,-220.8895662,37.83123007,800kWh-200kW
6/27/20,TRUE,TRUE,0.41,340,800,200,2cd,1,1245,-861,1016,1016,-12562.3556,-8983.5852,-8226.659384,3578.7704,107363.112,756.9258162,22707.77449,-49800,-40640,-40640,9160,0,0.137782012,0,0,28.38471811,800kWh-200kW
6/28/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-16182.82683,2831.3816,84941.448,777.1149725,23313.44917,-80400,-68000,-68000,12400,0,0.142957619,0,0,29.14181147,800kWh-200kW
7/13/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2623.471,-1127,1764.471,1964.471,-20426.01557,-16961.58027,-16184.46529,3464.4353,103933.059,777.1149725,23313.44917,-104938.84,-70578.84,-78578.84,34360,-8000,0.068910658,0,0,29.14181147,800kWh-200kW
7/14/20,TRUE,TRUE,0.41,340,800,200,2cd,1,3173.045,-1954,2678.045,2878.045,-28860.94371,-23673.88141,-22896.76644,5187.0623,155611.869,777.1149725,23313.44917,-126921.8,-107121.8,-115121.8,19800,-8000,0.068910658,0,0,29.14181147,800kWh-200kW
7/15/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2078.301,-1024,1787.584,1810.154,-22121.60485,-19013.21395,-18236.09898,3108.3909,93251.727,777.1149725,23313.44917,-83132.04,-71503.36,-72406.16,11628.68,-902.8,0.135008797,0,0,29.14181147,800kWh-200kW
7/16/20,TRUE,TRUE,0.41,340,800,200,2cd,1,3082.848,-2129,1521.995,1528.33,-25024.45131,-16458.49788,-15562.0229,8565.95343,256978.6029,896.4749725,26894.24917,-123313.92,-60879.8,-61133.2,62434.12,-253.4,0.170800364,254.27142,-82,33.61781147,800kWh-200kW
7/17/20,TRUE,TRUE,0.41,340,800,200,2cd,1,2334.505,-659,2008.09,2207.505,-24752.08628,-22810.71158,-22033.59661,1941.3747,58241.241,777.1149725,23313.44917,-93380.2,-80323.6,-88300.2,13056.6,-7976.6,0.06914252,0,0,29.14181147,800kWh-200kW
7/18/20,TRUE,TRUE,0.41,340,800,200,2cd,1,1707.089,-1699,1430.132,1500,-19224.76606,-13646.74236,-12911.69926,5578.0237,167340.711,735.0431018,22051.29305,-68283.56,-57205.28,-60000,11078.28,-2794.72,0.106861059,0,0,27.56411632,800kWh-200kW
7/19/20,TRUE,TRUE,0.41,340,800,200,2cd,1,1607.73,-1142,1254.026,1454.026,-16250.65446,-11564.85306,-10787.73809,4685.8014,140574.042,777.1149725,23313.44917,-64309.2,-50161.04,-58161.04,14148.16,-8000,0.068910658,0,0,29.14181147,800kWh-200kW
3/16/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2881,-2977,1654,1654.000142,-23047.9378,-10890.5644,-9700.98664,12157.3734,364721.202,1189.57776,35687.33281,-115240,-66160,-66160.0057,49080,-0.005698817,0.186527176,645.560524,-242.1938081,35.68733281,1000kWh-250kW
3/17/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,3564,-2809,1660,1660.04096,-24679.7444,-12274.1086,-10832.31763,12405.6358,372169.074,1441.79097,43253.72909,-142560,-66400,-66401.6384,76160,-1.6384,0.234990987,894.2151394,-361.2676739,43.25372909,1000kWh-250kW
3/18/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2061,-2783,1658,1408,-21180.242,-9607.8144,-8544.792436,11572.4276,347172.828,1063.021964,31890.65893,-82440,-66320,-56320,16120,10000,0.228191159,1475.669433,-182.1352111,31.89065893,1000kWh-250kW
3/19/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1653,-2746,1012,1040,-15497.4996,-6300.274,-5504.671995,9197.2256,275916.768,795.6020049,23868.06015,-66120,-40480,-41600,25640,-1120,0.097794607,2728.170256,-55.22357742,23.86806015,1000kWh-250kW
3/20/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1427,-2804,972,990,-15235.1386,-5851.1872,-5063.750797,9383.9514,281518.542,787.4364035,23623.0921,-57080,-38880,-39600,18200,-720,0.099005418,2957.276457,-51.34834014,23.6230921,1000kWh-250kW
3/21/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1534,-2599,1222,1120.000004,-16343.2508,-8004.2636,-7245.406831,8338.9872,250169.616,758.8567695,22765.70308,-61360,-48880,-44800.00018,12480,4079.999825,0.127964215,1988.15818,-37.78498979,22.76570308,1000kWh-250kW
3/22/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1172,-2664,806,1056,-9834.1265,-5464.1604,-4274.568207,4369.9661,131098.983,1189.592193,35687.7658,-46880,-32240,-42240,14640,-10000,0.117040654,2420.831092,-242.2037237,35.6877658,1000kWh-250kW
4/6/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1982,-2300,1172,1076,-14098.2394,-7416.1606,-6020.387199,6682.0788,200462.364,1395.773401,41873.20203,-79280,-46880,-43040,32400,3840,0.251144001,1425.294613,-340.053356,41.87320203,1000kWh-250kW
4/7/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1753,-2763,1552,1802,-19039.1088,-8566.8236,-7867.167395,10472.2852,314168.556,699.6562048,20989.68614,-70120,-62080,-72080,8040,-10000,-0.002164062,1791.80311,-9.689550847,20.98968614,1000kWh-250kW
4/8/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1342,-2683,1230,1480,-14913.468,-6497.8822,-5818.639995,8415.5858,252467.574,679.2422051,20377.26615,-53680,-49200,-59200,4480,-10000,-0.009119666,3010.798611,-0.001460313,20.37726615,1000kWh-250kW
4/9/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1403,-2702,1028,1230,-15992.1592,-7034.0116,-6099.594395,8958.1476,268744.428,934.4172046,28032.51614,-56120,-41120,-49200,15000,-8080,0.075535189,2950.204849,-121.1025943,28.03251614,1000kWh-250kW
4/10/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2034,-2439,1034,1256,-15447.9707,-7604.2358,-6924.993595,7843.7349,235312.047,679.2422051,20377.26615,-81360,-41360,-50240,40000,-8880,0.003601275,1851.718611,-0.001460313,20.37726615,1000kWh-250kW
4/11/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1342,-431,1158,1372,-15785.0602,-14416.5368,-13445.14308,1368.5234,41055.702,971.3937156,29141.81147,-53680,-46320,-54880,7360,-8560,0.080190904,0,0,29.14181147,1000kWh-250kW
4/12/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1332,-3030,1332,1332,-13704.3274,-6929.064,-6249.821795,6775.2634,203257.902,679.2422051,20377.26615,-53280,-53280,-53280,0,0,0.080492099,4241.638611,-0.001460313,20.37726615,1000kWh-250kW
5/4/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1178,-2545,942,1048,-13355.45,-5483.8826,-4804.640395,7871.5674,236147.022,679.2422051,20377.26615,-47120,-37680,-41920,9440,-4240,0.046438202,3123.118611,-0.001460313,20.37726615,1000kWh-250kW
5/5/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1517,-356,1284,1490,-15373.0521,-13717.176,-12745.78228,1655.8761,49676.283,971.3937156,29141.81147,-60680,-51360,-59600,9320,-8240,0.082662305,0,0,29.14181147,1000kWh-250kW
5/6/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1387,-804,1008,1002,-13917.9348,-10064.8348,-9093.441084,3853.1,115593,971.3937156,29141.81147,-55480,-40320,-40080,15160,240,0.14463812,0,0,29.14181147,1000kWh-250kW
5/7/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2408,-2929,1422,1350,-22149.7157,-9719.7308,-8717.948557,12429.9849,372899.547,1001.782243,30053.4673,-96320,-56880,-54000,39440,2880,0.168971857,1018.154452,-153.0724988,30.0534673,1000kWh-250kW
5/8/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2133,-1474,2120,2040,-23784.7091,-17438.9086,-16318.31488,6345.8005,190374.015,1120.593716,33617.81147,-85320,-84800,-81600,520,3200,0.194469281,3.9,-102.5,33.61781147,1000kWh-250kW
5/9/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2194,-1400,1696,1946,-22054.4262,-16527.6072,-15556.21348,5526.819,165804.57,971.3937156,29141.81147,-87760,-67840,-77840,19920,-10000,0.068910658,0,0,29.14181147,1000kWh-250kW
5/10/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2672,-2804,1424,1674,-19972.2792,-10914.492,-9621.421825,9057.7872,271733.616,1293.070175,38792.10524,-106880,-56960,-66960,49920,-10000,0.138616035,506.22,-259.12,38.79210524,1000kWh-250kW
6/22/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,3435,-1099,2922,2737.220668,-26592.366,-21686.6526,-20715.25888,4905.7134,147171.402,971.3937156,29141.81147,-137400,-116880,-109488.8267,20520,7391.173276,0.193399251,0,0,29.14181147,1000kWh-250kW
6/23/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2540,-481,2268,2168,-25685.0884,-23642.0342,-22670.64048,2043.0542,61291.626,971.3937156,29141.81147,-101600,-90720,-86720,10880,4000,0.170562835,0,0,29.14181147,1000kWh-250kW
6/24/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2728,-2668,1632,1637.419114,-22154.6196,-12173.113,-11074.99518,9981.5066,299445.198,1098.117817,32943.53451,-109120,-65280,-65496.76457,43840,-216.7645727,0.167014545,54.7018177,-166.3529609,32.94353451,1000kWh-250kW
6/25/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1552,-2359,970,1220,-7326.6128,-3205.9698,-2772.494404,4120.643,123619.29,433.4753964,13004.26189,-62080,-38800,-48800,23280,-10000,-0.145293483,2881.477855,-62.9740501,13.00426189,1000kWh-250kW
6/26/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1000,-1964,686,686,-8741.8473,-4477.8264,-3282.110339,4264.0209,127920.627,1195.716061,35871.48183,-40000,-27440,-27440,12560,0,0.187727415,1907.16658,-245.1100057,35.87148183,1000kWh-250kW
6/27/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1245,-861,1016,1016,-12562.3556,-8983.5852,-8043.531589,3578.7704,107363.112,940.0536109,28201.60833,-49800,-40640,-40640,9160,0,0.136525201,0,0,28.20160833,1000kWh-250kW
6/28/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-15988.54808,2831.3816,84941.448,971.3937156,29141.81147,-80400,-68000,-68000,12400,0,0.142957619,0,0,29.14181147,1000kWh-250kW
7/13/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2623.471,-1127,1764.471,2014.471,-20426.01557,-16961.58027,-15990.18655,3464.4353,103933.059,971.3937156,29141.81147,-104938.84,-70578.84,-80578.84,34360,-10000,0.068910658,0,0,29.14181147,1000kWh-250kW
7/14/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,3173.045,-1954,2678.045,2928.045,-28860.94371,-23673.88141,-22702.4877,5187.0623,155611.869,971.3937156,29141.81147,-126921.8,-107121.8,-117121.8,19800,-10000,0.068910658,0,0,29.14181147,1000kWh-250kW
7/15/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2078.301,-1024,1787.584,1860.154,-22121.60485,-19013.21395,-18041.82024,3108.3909,93251.727,971.3937156,29141.81147,-83132.04,-71503.36,-74406.16,11628.68,-2902.8,0.122341178,0,0,29.14181147,1000kWh-250kW
7/16/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,3082.848,-2129,1521.995,1578.33,-25024.45131,-16458.49788,-15337.90416,8565.95343,256978.6029,1120.593716,33617.81147,-123313.92,-60879.8,-63133.2,62434.12,-2253.4,0.157540513,234.77142,-102.5,33.61781147,1000kWh-250kW
7/17/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,2334.505,-659,2008.09,2257.505,-24752.08628,-22810.71158,-21839.31786,1941.3747,58241.241,971.3937156,29141.81147,-93380.2,-80323.6,-90300.2,13056.6,-9976.6,0.069096157,0,0,29.14181147,1000kWh-250kW
7/18/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1707.089,-1699,1430.132,1550,-19224.76606,-13646.74236,-12728.57147,5578.0237,167340.711,918.1708964,27545.12689,-68283.56,-57205.28,-62000,11078.28,-4794.72,0.097046697,0,0,27.54512689,1000kWh-250kW
7/19/20,TRUE,TRUE,0.41,340,1000,250,2cd,1,1607.73,-1142,1254.026,1504.026,-16250.65446,-11564.85306,-10593.45935,4685.8014,140574.042,971.3937156,29141.81147,-64309.2,-50161.04,-60161.04,14148.16,-10000,0.068910658,0,0,29.14181147,1000kWh-250kW
3/16/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2881,-2977,1654,1654.000484,-23047.9378,-10890.5644,-9465.144219,12157.3734,364721.202,1425.420181,42762.60543,-115240,-66160,-66160.01936,49080,-0.019357228,0.186189096,600.4269087,-289.6419678,35.63550453,1200kWh-300kW
3/17/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,3564,-2809,1660,1660.049152,-24679.7444,-12274.1086,-10547.0646,12405.6358,372169.074,1727.043997,51811.31992,-142560,-66400,-66401.96608,76160,-1.96608,0.234501117,827.5079273,-431.3957687,43.17609993,1200kWh-300kW
3/18/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2061,-2783,1658,1418,-21180.242,-9607.8144,-8357.910444,11572.4276,347172.828,1249.903956,37497.11868,-82440,-66320,-56720,16120,9600,0.210999223,1452.631347,-206.3547379,31.2475989,1200kWh-300kW
3/19/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1653,-2746,1012,1090,-15497.4996,-6300.274,-5368.823554,9197.2256,275916.768,931.4504459,27943.51338,-66120,-40480,-43600,25640,-3120,0.082254621,2728.169978,-55.22386949,23.28626115,1200kWh-300kW
3/20/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1427,-2804,972,1040,-15235.1386,-5851.1872,-4927.902356,9383.9514,281518.542,923.2848445,27698.54533,-57080,-38880,-41600,18200,-2720,0.083293401,2957.276179,-51.34863221,23.08212111,1200kWh-300kW
3/21/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1534,-2599,1222,1120.000004,-16343.2508,-8004.2636,-7109.55839,8338.9872,250169.616,894.7052105,26841.15631,-61360,-48880,-44800.00018,12480,4079.999825,0.12029831,1988.157903,-37.78528185,22.36763026,1200kWh-300kW
3/22/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1172,-2664,806,1106,-9834.1265,-5464.1604,-4036.649768,4369.9661,131098.983,1427.510632,42825.31897,-46880,-32240,-44240,14640,-12000,0.117040654,2374.753311,-290.6444684,35.6877658,1200kWh-300kW
4/6/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1982,-2300,1172,1126,-14098.2394,-7416.1606,-5778.030961,6682.0788,200462.364,1638.129639,49143.88917,-79280,-46880,-45040,32400,1840,0.230431907,1379.216842,-388.4940891,40.95324097,1200kWh-300kW
4/7/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1753,-2763,1552,1852,-19039.1088,-8566.8236,-7731.318954,10472.2852,314168.556,835.5046458,25065.13937,-70120,-62080,-74080,8040,-12000,-0.003294917,1791.802832,-9.68984291,20.88761615,1200kWh-300kW
4/8/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1342,-2683,1230,1530,-14913.468,-6497.8822,-5682.791554,8415.5858,252467.574,815.0906461,24452.71938,-53680,-49200,-61200,4480,-12000,-0.009119666,3010.798333,-0.001752376,20.37726615,1200kWh-300kW
4/9/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1403,-2702,1028,1280,-15992.1592,-7034.0116,-5916.793754,8958.1476,268744.428,1117.217846,33516.53537,-56120,-41120,-51200,15000,-10080,0.072246715,2929.008919,-143.385495,27.93044614,1200kWh-300kW
4/10/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2034,-2439,1034,1306,-15447.9707,-7604.2358,-6789.145154,7843.7349,235312.047,815.0906461,24452.71938,-81360,-41360,-52240,40000,-10880,0.001586581,1851.718333,-0.001752375,20.37726615,1200kWh-300kW
4/11/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1342,-431,1158,1422,-15785.0602,-14416.5368,-13250.86434,1368.5234,41055.702,1165.672459,34970.17376,-53680,-46320,-56880,7360,-10560,0.078329238,0,0,29.14181147,1200kWh-300kW
4/12/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1332,-3030,1332,1332,-13704.3274,-6929.064,-6113.973354,6775.2634,203257.902,815.0906461,24452.71938,-53280,-53280,-53280,0,0,0.080492099,4241.638333,-0.001752376,20.37726615,1200kWh-300kW
5/4/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1178,-2545,942,1098,-13355.45,-5483.8826,-4664.709154,7871.5674,236147.022,819.1734461,24575.20338,-47120,-37680,-43920,9440,-6240,0.039163914,3123.118333,-0.001752376,20.47933615,1200kWh-300kW
5/5/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1517,-356,1284,1540,-15373.0521,-13717.176,-12551.50354,1655.8761,49676.283,1165.672459,34970.17376,-60680,-51360,-61600,9320,-10240,0.080397323,0,0,29.14181147,1200kWh-300kW
5/6/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1387,-804,1008,1052,-13917.9348,-10064.8348,-8899.162341,3853.1,115593,1165.672459,34970.17376,-55480,-40320,-42080,15160,-1760,0.132611094,0,0,29.14181147,1200kWh-300kW
5/7/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2408,-2929,1422,1350,-22149.7157,-9719.7308,-8531.066565,12429.9849,372899.547,1188.664235,35659.92705,-96320,-56880,-54000,39440,2880,0.163454598,995.1163659,-177.2920256,29.71660588,1200kWh-300kW
5/8/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2133,-1474,2120,2090,-23784.7091,-17438.9086,-16118.06814,6345.8005,190374.015,1320.840459,39625.21376,-85320,-84800,-83600,520,1200,0.175798424,0,-106.6,33.02101147,1200kWh-300kW
5/9/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2194,-1400,1696,1996,-22054.4262,-16527.6072,-15361.93474,5526.819,165804.57,1165.672459,34970.17376,-87760,-67840,-79840,19920,-12000,0.068910658,0,0,29.14181147,1200kWh-300kW
5/10/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2672,-2804,1424,1724,-19972.2792,-10914.492,-9378.578504,9057.7872,271733.616,1535.913496,46077.40487,-106880,-56960,-68960,49920,-12000,0.135910268,467.22,-300.12,38.39783739,1200kWh-300kW
6/22/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,3435,-1099,2922,2700.264802,-26592.366,-21686.6526,-20520.98014,4905.7134,147171.402,1165.672459,34970.17376,-137400,-116880,-108010.5921,20520,8869.407931,0.193399251,0,0,29.14181147,1200kWh-300kW
6/23/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2540,-481,2268,2218,-25685.0884,-23642.0342,-22476.36174,2043.0542,61291.626,1165.672459,34970.17376,-101600,-90720,-88720,10880,2000,0.154560374,0,0,29.14181147,1200kWh-300kW
6/24/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2728,-2668,1632,1642.434819,-22154.6196,-12173.113,-10870.17136,9981.5066,299445.198,1302.941637,39088.24911,-109120,-65280,-65697.39276,43840,-417.3927568,0.163658395,30.25025776,-192.058447,32.57354092,1200kWh-300kW
6/25/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1552,-2359,970,1270,-7326.6128,-3205.9698,-2725.402484,4120.643,123619.29,480.5673157,14417.01947,-62080,-38800,-50800,23280,-12000,-0.181667919,2881.477577,-62.97434216,12.01418289,1200kWh-300kW
6/26/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1000,-1964,686,686,-8741.8473,-4477.8264,-3134.013542,4264.0209,127920.627,1343.812858,40314.38575,-40000,-27440,-27440,12560,0,0.172804252,1901.63702,-250.9231332,33.59532146,1200kWh-300kW
6/27/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1245,-861,1016,1016,-12562.3556,-8983.5852,-7860.403794,3578.7704,107363.112,1123.181406,33695.44217,-49800,-40640,-40640,9160,0,0.135686206,0,0,28.07953514,1200kWh-300kW
6/28/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-15794.26934,2831.3816,84941.448,1165.672459,34970.17376,-80400,-68000,-68000,12400,0,0.142957619,0,0,29.14181147,1200kWh-300kW
7/13/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2623.471,-1127,1764.471,2064.471,-20426.01557,-16961.58027,-15795.90781,3464.4353,103933.059,1165.672459,34970.17376,-104938.84,-70578.84,-82578.84,34360,-12000,0.068910658,0,0,29.14181147,1200kWh-300kW
7/14/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,3173.045,-1954,2678.045,2978.045,-28860.94371,-23673.88141,-22508.20895,5187.0623,155611.869,1165.672459,34970.17376,-126921.8,-107121.8,-119121.8,19800,-12000,0.068910658,0,0,29.14181147,1200kWh-300kW
7/15/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2078.301,-1024,1787.584,1910.154,-22121.60485,-19013.21395,-17847.54149,3108.3909,93251.727,1165.672459,34970.17376,-83132.04,-71503.36,-76406.16,11628.68,-4902.8,0.113767566,0,0,29.14181147,1200kWh-300kW
7/16/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,3082.848,-2129,1521.995,1628.33,-25024.45131,-16458.49788,-15113.78542,8565.95343,256978.6029,1344.712459,40341.37376,-123313.92,-60879.8,-65133.2,62434.12,-4253.4,0.148596218,215.27142,-123,33.61781147,1200kWh-300kW
7/17/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,2334.505,-659,2008.09,2307.505,-24752.08628,-22810.71158,-21645.03912,1941.3747,58241.241,1165.672459,34970.17376,-93380.2,-80323.6,-92300.2,13056.6,-11976.6,0.069065246,0,0,29.14181147,1200kWh-300kW
7/18/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1707.089,-1699,1430.132,1600,-19224.76606,-13646.74236,-12545.44367,5578.0237,167340.711,1101.298691,33038.96073,-68283.56,-57205.28,-64000,11078.28,-6794.72,0.090408788,0,0,27.53246728,1200kWh-300kW
7/19/20,TRUE,TRUE,0.41,340,1200,300,2cd,1,1607.73,-1142,1254.026,1554.026,-16250.65446,-11564.85306,-10399.1806,4685.8014,140574.042,1165.672459,34970.17376,-64309.2,-50161.04,-62161.04,14148.16,-12000,0.068910658,0,0,29.14181147,1200kWh-300kW
3/16/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2881,-2977,1654,1654.000484,-23047.9378,-10890.5644,-9193.447337,12157.3734,364721.202,1697.117063,50913.51188,-115240,-66160,-66160.01936,49080,-0.0193574,0.16102532,600.4263533,-289.6425516,31.82094493,1600kWh-400kW
3/17/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,3564,-2809,1660,1660.065536,-24679.7444,-12274.1086,-10007.40926,12405.6358,372169.074,2266.699344,68000.98033,-142560,-66400,-66402.62144,76160,-2.62144,0.230232917,707.6587205,-557.3910887,42.5006127,1600kWh-400kW
3/18/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2061,-2783,1658,1518,-21180.242,-9607.8144,-7984.146461,11572.4276,347172.828,1623.667939,48710.03818,-82440,-66320,-60720,16120,5600,0.175760187,1406.555174,-254.7937916,30.44377386,1600kWh-400kW
3/19/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1653,-2746,1012,1190,-15497.4996,-6300.274,-5097.126672,9197.2256,275916.768,1203.147328,36094.41984,-66120,-40480,-47600,25640,-7120,0.062120034,2728.169422,-55.22445361,22.5590124,1600kWh-400kW
3/20/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1427,-2804,972,1140,-15235.1386,-5851.1872,-4656.205473,9383.9514,281518.542,1194.981727,35849.4518,-57080,-38880,-45600,18200,-6720,0.062933686,2957.275623,-51.34921633,22.40590737,1600kWh-400kW
3/21/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1534,-2599,1222,1170,-16343.2508,-8004.2636,-6837.861507,8338.9872,250169.616,1166.402093,34992.06278,-61360,-48880,-46800,12480,2080,0.101359674,1988.157347,-37.78586598,21.87003923,1600kWh-400kW
3/22/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1172,-2664,806,1206,-9834.1265,-5464.1604,-3630.309264,4369.9661,131098.983,1833.851136,55015.53408,-46880,-32240,-48240,14640,-16000,0.107778861,2314.852008,-353.6176329,34.3847088,1600kWh-400kW
4/6/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1982,-2300,1172,1226,-14098.2394,-7416.1606,-5426.719246,6682.0788,200462.364,1989.441354,59683.24063,-79280,-46880,-49040,32400,-2160,0.188000804,1320.237096,-450.4984377,37.30202539,1600kWh-400kW
4/7/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1753,-2763,1552,1952,-19039.1088,-8566.8236,-7459.622072,10472.2852,314168.556,1107.201528,33216.04584,-70120,-62080,-78080,8040,-16000,-0.004724409,1791.802277,-9.690427035,20.76002865,1600kWh-400kW
4/8/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1342,-2683,1230,1630,-14913.468,-6497.8822,-5411.094672,8415.5858,252467.574,1086.787528,32603.62585,-53680,-49200,-65200,4480,-16000,-0.009119666,3010.797777,-0.002336501,20.37726615,1600kWh-400kW
