date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge,energy_saving_per_kWh,storage_params
4/9/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1403,-2702,1028,1380,-15992.1592,-7034.0116,-5645.096872,8958.1476,268744.428,1388.914728,41667.44183,-56120,-41120,-55200,15000,-14080,0.054288961,2929.008364,-143.3860792,26.04215114,1600kWh-400kW
4/10/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2034,-2439,1034,1406,-15447.9707,-7604.2358,-6517.448272,7843.7349,235312.047,1086.787528,32603.62585,-81360,-41360,-56240,40000,-14880,-0.000995929,1851.717777,-0.0023365,20.37726615,1600kWh-400kW
4/11/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1342,-431,1158,1522,-15785.0602,-14416.5368,-12862.30686,1368.5234,41055.702,1554.229945,46626.89835,-53680,-46320,-60880,7360,-14560,0.07599211,0,0,29.14181147,1600kWh-400kW
4/12/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1332,-3030,1332,1370,-13704.3274,-6929.064,-5842.276472,6775.2634,203257.902,1086.787528,32603.62585,-53280,-53280,-54800,0,-1520,0.073085307,4241.637777,-0.002336501,20.37726615,1600kWh-400kW
5/4/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1178,-2545,942,1198,-13355.45,-5483.8826,-4439.609446,7871.5674,236147.022,1044.273154,31328.19463,-47120,-37680,-47920,9440,-10240,0.020669377,3123.117777,-0.002336501,19.58012164,1600kWh-400kW
5/5/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1517,-356,1284,1640,-15373.0521,-13717.176,-12162.94606,1655.8761,49676.283,1554.229945,46626.89835,-60680,-51360,-65600,9320,-14240,0.077551449,0,0,29.14181147,1600kWh-400kW
5/6/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1387,-804,1008,1152,-13917.9348,-10064.8348,-8510.604855,3853.1,115593,1554.229945,46626.89835,-55480,-40320,-46080,15160,-5760,0.117301038,0,0,29.14181147,1600kWh-400kW
5/7/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2408,-2929,1422,1384,-22149.7157,-9719.7308,-8189.964054,12429.9849,372899.547,1529.766746,45893.00238,-96320,-56880,-55360,39440,1520,0.146483183,963.7843904,-210.230769,28.68312649,1600kWh-400kW
5/8/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2133,-1474,2120,2190,-23784.7091,-17438.9086,-15763.6288,6345.8005,190374.015,1675.279796,50258.39388,-85320,-84800,-87600,520,-2800,0.146152149,0,-106.6,31.41149617,1600kWh-400kW
5/9/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2194,-1400,1696,2096,-22054.4262,-16527.6072,-14973.37726,5526.819,165804.57,1554.229945,46626.89835,-87760,-67840,-83840,19920,-16000,0.068910658,0,0,29.14181147,1600kWh-400kW
5/10/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2672,-2804,1424,1824,-19972.2792,-10914.492,-8892.962915,9057.7872,271733.616,2021.529085,60645.87255,-106880,-56960,-72960,49920,-16000,0.132505563,389.22,-382.12,37.90367034,1600kWh-400kW
6/22/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,3435,-1099,2922,2626.353069,-26592.366,-21686.6526,-20132.42266,4905.7134,147171.402,1554.229945,46626.89835,-137400,-116880,-105054.1228,20520,11825.87724,0.193399251,0,0,29.14181147,1600kWh-400kW
6/23/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2540,-481,2268,2318,-25685.0884,-23642.0342,-22087.80426,2043.0542,61291.626,1554.229945,46626.89835,-101600,-90720,-92720,10880,-2000,0.134148189,0,0,29.14181147,1600kWh-400kW
6/24/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2728,-2668,1632,1658,-22154.6196,-12173.113,-10489.06738,9981.5066,299445.198,1684.045615,50521.36845,-109120,-65280,-66320,43840,-1040,0.154904486,0,-223.86,31.57585528,1600kWh-400kW
6/25/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1552,-2359,970,1370,-7326.6128,-3205.9698,-2690.419246,4120.643,123619.29,515.5505543,15466.51663,-62080,-38800,-54800,23280,-16000,,2881.477021,-62.97492628,9.666572892,1600kWh-400kW
6/26/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1000,-1964,686,710,-8741.8473,-4477.8264,-2862.31666,4264.0209,127920.627,1615.50974,48465.29221,-40000,-27440,-28400,12560,-960,0.146574078,1901.636464,-250.9237173,30.29080763,1600kWh-400kW
6/27/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1245,-861,1016,1068,-12562.3556,-8983.5852,-7494.148205,3578.7704,107363.112,1489.436995,44683.10985,-49800,-40640,-42720,9160,-2080,0.125371821,0,0,27.92694365,1600kWh-400kW
6/28/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-15405.71186,2831.3816,84941.448,1554.229945,46626.89835,-80400,-68000,-68000,12400,0,0.142957619,0,0,29.14181147,1600kWh-400kW
7/13/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2623.471,-1127,1764.471,2164.471,-20426.01557,-16961.58027,-15407.35032,3464.4353,103933.059,1554.229945,46626.89835,-104938.84,-70578.84,-86578.84,34360,-16000,0.068910658,0,0,29.14181147,1600kWh-400kW
7/14/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,3173.045,-1954,2678.045,3078.045,-28860.94371,-23673.88141,-22119.65147,5187.0623,155611.869,1554.229945,46626.89835,-126921.8,-107121.8,-123121.8,19800,-16000,0.068910658,0,0,29.14181147,1600kWh-400kW
7/15/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2078.301,-1024,1787.584,2010.154,-22121.60485,-19013.21395,-17458.98401,3108.3909,93251.727,1554.229945,46626.89835,-83132.04,-71503.36,-80406.16,11628.68,-8902.8,0.102887551,0,0,29.14181147,1600kWh-400kW
7/16/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,3082.848,-2129,1521.995,1728.33,-25024.45131,-16458.49788,-14665.54793,8565.95343,256978.6029,1792.949945,53788.49835,-123313.92,-60879.8,-69133.2,62434.12,-8253.4,0.13728351,176.27142,-164,33.61781147,1600kWh-400kW
7/17/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,2334.505,-659,2008.09,2407.505,-24752.08628,-22810.71158,-21256.48164,1941.3747,58241.241,1554.229945,46626.89835,-93380.2,-80323.6,-96300.2,13056.6,-15976.6,0.069026604,0,0,29.14181147,1600kWh-400kW
7/18/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1707.089,-1699,1430.132,1700,-19224.76606,-13646.74236,-12179.18808,5578.0237,167340.711,1467.55428,44026.62841,-68283.56,-57205.28,-68000,11078.28,-10794.72,0.08199372,0,0,27.51664276,1600kWh-400kW
7/19/20,TRUE,TRUE,0.41,340,1600,400,2cd,1,1607.73,-1142,1254.026,1654.026,-16250.65446,-11564.85306,-10010.21898,4685.8014,140574.042,1554.634078,46639.02234,-64309.2,-50161.04,-66161.04,14148.16,-16000,0.068969067,0,0,29.14938896,1600kWh-400kW
3/16/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2881,-2977,1654,1654.000484,-23047.9378,-10890.5644,-8921.750456,12157.3734,364721.202,1968.813944,59064.41833,-115240,-66160,-66160.01936,49080,-0.019357572,0.145613667,600.425798,-289.6431355,29.53220917,2000kWh-500kW
3/17/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,3564,-2809,1660,1668,-24679.7444,-12274.1086,-9533.311665,12405.6358,372169.074,2740.796935,82223.90804,-142560,-66400,-66720,76160,-320,0.220389121,616.6356006,-653.0820609,41.11195402,2000kWh-500kW
3/18/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2061,-2783,1658,1618,-21180.242,-9607.8144,-7610.382477,11572.4276,347172.828,1997.431923,59922.95768,-82440,-66320,-64720,16120,1600,0.154077727,1360.479001,-303.2328452,29.96147884,2000kWh-500kW
3/19/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1653,-2746,1012,1290,-15497.4996,-6300.274,-4825.42979,9197.2256,275916.768,1474.84421,44245.3263,-66120,-40480,-51600,25640,-11120,0.049579953,2728.168867,-55.22503774,22.12266315,2000kWh-500kW
3/20/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1427,-2804,972,1240,-15235.1386,-5851.1872,-4384.508591,9383.9514,281518.542,1466.678609,44000.35826,-57080,-38880,-49600,18200,-10720,0.050251147,2957.275068,-51.34980046,22.00017913,2000kWh-500kW
3/21/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1534,-2599,1222,1270,-16343.2508,-8004.2636,-6566.164625,8338.9872,250169.616,1438.098975,43142.96924,-61360,-48880,-50800,12480,-1920,0.082045289,1988.156791,-37.7864501,21.57148462,2000kWh-500kW
3/22/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1172,-2664,806,1306,-9834.1265,-5464.1604,-3276.423807,4369.9661,131098.983,2187.736593,65632.09778,-46880,-32240,-52240,14640,-20000,0.09644062,2280.754108,-389.4641433,32.81604889,2000kWh-500kW
4/6/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1982,-2300,1172,1326,-14098.2394,-7416.1606,-5163.099207,6682.0788,200462.364,2253.061393,67591.84178,-79280,-46880,-53040,32400,-6160,0.15302483,1289.825395,-482.4697129,33.79592089,2000kWh-500kW
4/7/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1753,-2763,1552,2052,-19039.1088,-8566.8236,-7187.92519,10472.2852,314168.556,1378.89841,41366.9523,-70120,-62080,-82080,8040,-20000,-0.005586985,1791.801721,-9.69101116,20.68347615,2000kWh-500kW
4/8/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1342,-2683,1230,1730,-14913.468,-6497.8822,-5139.39779,8415.5858,252467.574,1358.48441,40754.53231,-53680,-49200,-69200,4480,-20000,-0.009119666,3010.797222,-0.002920626,20.37726615,2000kWh-500kW
4/9/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1403,-2702,1028,1480,-15992.1592,-7034.0116,-5373.39999,8958.1476,268744.428,1660.61161,49818.34829,-56120,-41120,-59200,15000,-18080,0.043126345,2929.007808,-143.3866633,24.90917415,2000kWh-500kW
4/10/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2034,-2439,1034,1506,-15447.9707,-7604.2358,-6245.75139,7843.7349,235312.047,1358.48441,40754.53231,-81360,-41360,-60240,40000,-18880,-0.002563273,1851.717222,-0.002920625,20.37726615,2000kWh-500kW
4/11/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1342,-431,1158,1622,-15785.0602,-14416.5368,-12473.74937,1368.5234,41055.702,1942.787431,58283.62293,-53680,-46320,-64880,7360,-18560,0.074584355,0,0,29.14181147,2000kWh-500kW
4/12/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1332,-3030,1332,1470,-13704.3274,-6929.064,-5570.57959,6775.2634,203257.902,1358.48441,40754.53231,-53280,-53280,-58800,0,-5520,0.058634365,4241.637222,-0.002920626,20.37726615,2000kWh-500kW
5/4/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1178,-2545,942,1298,-13355.45,-5483.8826,-4243.355607,7871.5674,236147.022,1240.526993,37215.80978,-47120,-37680,-51920,9440,-14240,0.004026229,3123.117222,-0.002920626,18.60790489,2000kWh-500kW
5/5/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1517,-356,1284,1740,-15373.0521,-13717.176,-11774.38857,1655.8761,49676.283,1942.787431,58283.62293,-60680,-51360,-69600,9320,-18240,0.075835898,0,0,29.14181147,2000kWh-500kW
5/6/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1387,-804,1008,1252,-13917.9348,-10064.8348,-8121.062159,3853.1,115593,1943.772641,58313.17923,-55480,-40320,-50080,15160,-9760,0.108052072,0,0,29.15658961,2000kWh-500kW
5/7/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2408,-2929,1422,1484,-22149.7157,-9719.7308,-7918.267172,12429.9849,372899.547,1801.463628,54043.90884,-96320,-56880,-59360,39440,-2480,0.119467316,963.7838348,-210.2313531,27.02195442,2000kWh-500kW
5/8/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2133,-1474,2120,2290,-23784.7091,-17438.9086,-15428.67403,6345.8005,190374.015,2010.234568,60307.03703,-85320,-84800,-91600,520,-6800,0.125835864,0,-106.6,30.15351852,2000kWh-500kW
5/9/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2194,-1400,1696,2196,-22054.4262,-16527.6072,-14584.81977,5526.819,165804.57,1942.787431,58283.62293,-87760,-67840,-87840,19920,-20000,0.068910658,0,0,29.14181147,2000kWh-500kW
5/10/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2672,-2804,1424,1924,-19972.2792,-10914.492,-8407.347326,9057.7872,271733.616,2507.144674,75214.34023,-106880,-56960,-76960,49920,-20000,0.130455394,311.22,-464.12,37.60717011,2000kWh-500kW
6/22/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,3435,-1099,2922,2506.789162,-26592.366,-21686.6526,-19742.8307,4905.7134,147171.402,1943.821901,58314.65704,-137400,-116880,-100271.5665,20520,16608.43351,0.199575066,0,0,29.15732852,2000kWh-500kW
6/23/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2540,-481,2268,2418,-25685.0884,-23642.0342,-21699.24677,2043.0542,61291.626,1942.787431,58283.62293,-101600,-90720,-96720,10880,-6000,0.121640729,0,0,29.14181147,2000kWh-500kW
6/24/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2728,-2668,1632,1758,-22154.6196,-12173.113,-10173.18883,9981.5066,299445.198,1999.924174,59997.72522,-109120,-65280,-70320,43840,-5040,0.13104652,0,-223.86,29.99886261,2000kWh-500kW
6/25/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1552,-2359,970,1470,-7326.6128,-3205.9698,-2790.168407,4120.643,123619.29,415.8013928,12474.04178,-62080,-38800,-58800,23280,-20000,,2881.476466,-62.97551041,6.237020892,2000kWh-500kW
6/26/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1000,-1964,686,810,-8741.8473,-4477.8264,-2585.826925,4264.0209,127920.627,1891.999475,56759.98424,-40000,-27440,-32400,12560,-4960,0.120047967,1901.635908,-250.9243014,28.37999212,2000kWh-500kW
6/27/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1245,-861,1016,1168,-12562.3556,-8983.5852,-7120.437068,3578.7704,107363.112,1863.148132,55894.44396,-49800,-40640,-46720,9160,-6080,0.112922672,0,0,27.94722198,2000kWh-500kW
6/28/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-15017.15437,2831.3816,84941.448,1942.787431,58283.62293,-80400,-68000,-68000,12400,0,0.142957619,0,0,29.14181147,2000kWh-500kW
7/13/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2623.471,-1127,1764.471,2264.471,-20426.01557,-16961.58027,-15018.79284,3464.4353,103933.059,1942.787431,58283.62293,-104938.84,-70578.84,-90578.84,34360,-20000,0.068910658,0,0,29.14181147,2000kWh-500kW
7/14/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,3173.045,-1954,2678.045,3178.045,-28860.94371,-23673.88141,-21731.09398,5187.0623,155611.869,1942.787431,58283.62293,-126921.8,-107121.8,-127121.8,19800,-20000,0.068910658,0,0,29.14181147,2000kWh-500kW
7/15/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2078.301,-1024,1787.584,2110.154,-22121.60485,-19013.21395,-17070.42652,3108.3909,93251.727,1942.787431,58283.62293,-83132.04,-71503.36,-84406.16,11628.68,-12902.8,0.0962636,0,0,29.14181147,2000kWh-500kW
7/16/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,3082.848,-2129,1521.995,1828.33,-25024.45131,-16458.49788,-14217.31044,8565.95343,256978.6029,2241.187431,67235.62293,-123313.92,-60879.8,-73133.2,62434.12,-12253.4,0.130418053,137.27142,-205,33.61781147,2000kWh-500kW
7/17/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,2334.505,-659,2008.09,2507.505,-24752.08628,-22810.71158,-20867.92415,1941.3747,58241.241,1942.787431,58283.62293,-93380.2,-80323.6,-100300.2,13056.6,-19976.6,0.069003417,0,0,29.14181147,2000kWh-500kW
7/18/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1707.089,-1699,1430.132,1800,-19224.76606,-13646.74236,-11812.93249,5578.0237,167340.711,1833.80987,55014.29609,-68283.56,-57205.28,-72000,11078.28,-14794.72,0.076876748,0,0,27.50714805,2000kWh-500kW
7/19/20,TRUE,TRUE,0.41,340,2000,500,2cd,1,1607.73,-1142,1254.026,1754.026,-16250.65446,-11564.85306,-9619.198474,4685.8014,140574.042,1945.654589,58369.63766,-64309.2,-50161.04,-70161.04,14148.16,-20000,0.069242067,0,0,29.18481883,2000kWh-500kW
3/16/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2881,-2977,1654,1654.000109,-23047.9378,-10890.5644,-10236.97892,12157.3734,364721.202,653.5854811,19607.56443,-115240,-66160,-66160.00436,49080,-0.004360808,0.27105589,699.6506816,-185.3297963,49.01891108,400kWh-200kW
3/17/20,TRUE,TRUE,0.41,340,400,200,2cd,1,3564,-2809,1660,1660.000105,-24679.7444,-12274.1086,-11636.75414,12405.6358,372169.074,637.3544555,19120.63367,-142560,-66400,-66400.00419,76160,-0.004194304,0.26349166,1067.778674,-178.8034457,47.80158416,400kWh-200kW
3/18/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2061,-2783,1658,1475.391324,-21180.242,-9607.8144,-9012.000343,11572.4276,347172.828,595.8140572,17874.42172,-82440,-66320,-59015.65296,16120,7304.347043,0.359487604,1498.708628,-157.9145198,44.68605429,400kWh-200kW
3/19/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1653,-2746,1012,990,-15497.4996,-6300.274,-5920.846354,9197.2256,275916.768,379.4276463,11382.82939,-66120,-40480,-39600,25640,880,0.153644336,2728.171641,-55.22212085,28.45707348,400kWh-200kW
3/20/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1427,-2804,972,987.879017,-15235.1386,-5851.1872,-5479.925155,9383.9514,281518.542,371.2620449,11137.86135,-57080,-38880,-39515.16068,18200,-635.1606799,0.122728374,2957.277842,-51.34688357,27.84465337,400kWh-200kW
3/21/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1534,-2599,1222,1120.000004,-16343.2508,-8004.2636,-7661.581189,8338.9872,250169.616,342.6824109,10280.47233,-61360,-48880,-44800.00018,12480,4079.999825,0.189817547,1988.159566,-37.78353322,25.70118082,400kWh-200kW
3/22/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1172,-2664,806,1006,-9834.1265,-5464.1604,-4810.563874,4369.9661,131098.983,653.5965256,19607.89577,-46880,-32240,-40240,14640,-8000,0.138218027,2474.923464,-185.3373838,49.01973942,400kWh-200kW
4/6/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1982,-2300,1172,1187.879008,-14098.2394,-7416.1606,-6778.771876,6682.0788,200462.364,637.3887244,19121.66173,-79280,-46880,-47515.16031,32400,-635.1603146,0.253320478,1578.656321,-178.8269441,47.80415433,400kWh-200kW
4/7/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1753,-2763,1552,1554.56,-19039.1088,-8566.8236,-8283.341754,10472.2852,314168.556,283.4818462,8504.455387,-70120,-62080,-62182.4,8040,-102.4,0.085138799,1791.804496,-9.688094272,21.26113847,400kWh-200kW
4/8/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1342,-2683,1230,1430,-14913.468,-6497.8822,-6234.814353,8415.5858,252467.574,263.0678465,7892.035396,-53680,-49200,-57200,4480,-8000,,3010.799996,-3.74E-06,19.73008849,400kWh-200kW
4/9/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1403,-2702,1028,1180,-15992.1592,-7034.0116,-6566.803754,8958.1476,268744.428,467.2078462,14016.23539,-56120,-41120,-47200,15000,-6080,0.073132511,2973.244987,-96.88091095,35.04058847,400kWh-200kW
4/10/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2034,-2439,1034,1206,-15447.9707,-7604.2358,-7341.167953,7843.7349,235312.047,263.0678465,7892.035396,-81360,-41360,-48240,40000,-6880,-0.168852372,1851.719996,-3.74E-06,19.73008849,400kWh-200kW
4/11/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1342,-431,1158,1174,-15785.0602,-14416.5368,-14039.99332,1368.5234,41055.702,376.543481,11296.30443,-53680,-46320,-46960,7360,-640,0.125408398,0,0,28.24076107,400kWh-200kW
4/12/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1332,-3030,1332,1332,-13704.3274,-6929.064,-6665.996153,6775.2634,203257.902,263.0678465,7892.035396,-53280,-53280,-53280,0,0,0.075599246,4241.639996,-3.74E-06,19.73008849,400kWh-200kW
5/4/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1178,-2545,942,998,-13355.45,-5483.8826,-5220.814753,7871.5674,236147.022,263.0678465,7892.035396,-47120,-37680,-39920,9440,-2240,0.029335643,3123.119996,-3.74E-06,19.73008849,400kWh-200kW
5/5/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1517,-356,1284,1306,-15373.0521,-13717.176,-13340.63252,1655.8761,49676.283,376.543481,11296.30443,-60680,-51360,-52240,9320,-880,0.121092405,0,0,28.24076107,400kWh-200kW
5/6/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1387,-804,1008,1023.877588,-13917.9348,-10064.8348,-9688.291319,3853.1,115593,376.543481,11296.30443,-55480,-40320,-40955.10351,15160,-635.1035117,0.125496179,0,0,28.24076107,400kWh-200kW
5/7/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2408,-2929,1422,1437.879016,-22149.7157,-9719.7308,-9185.15737,12429.9849,372899.547,534.5734303,16037.20291,-96320,-56880,-57515.16066,39440,-635.1606594,0.204477346,1041.194235,-128.8511883,40.09300727,400kWh-200kW
5/8/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2133,-1474,2120,2135.877588,-23784.7091,-17438.9086,-16943.00512,6345.8005,190374.015,495.903481,14877.10443,-85320,-84800,-85435.10351,520,-635.1035117,0.18569425,23.4,-82,37.19276107,400kWh-200kW
5/9/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2194,-1400,1696,1728,-22054.4262,-16527.6072,-16151.06372,5526.819,165804.57,376.543481,11296.30443,-87760,-67840,-69120,19920,-1280,0.113837927,0,0,28.24076107,400kWh-200kW
5/10/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2672,-2804,1424,1624,-19972.2792,-10914.492,-10282.07744,9057.7872,271733.616,632.4145608,18972.43682,-106880,-56960,-64960,49920,-8000,0.127250978,585.8461747,-175.4104317,47.43109206,400kWh-200kW
6/22/20,TRUE,TRUE,0.41,340,400,200,2cd,1,3435,-1099,2922,2923.270321,-26592.366,-21686.6526,-21310.10912,4905.7134,147171.402,376.543481,11296.30443,-137400,-116880,-116930.8129,20520,-50.81285211,0.135896356,0,0,28.24076107,400kWh-200kW
6/23/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2540,-481,2268,2269.270321,-25685.0884,-23642.0342,-23265.49072,2043.0542,61291.626,376.543481,11296.30443,-101600,-90720,-90770.81285,10880,-50.81285211,0.135896356,0,0,28.24076107,400kWh-200kW
6/24/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2728,-2668,1632,1633.088873,-22154.6196,-12173.113,-11560.51838,9981.5066,299445.198,612.5946244,18377.83873,-109120,-65280,-65323.55492,43840,-43.55492034,0.251204591,75.81174408,-144.1604742,45.94459683,400kWh-200kW
6/25/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1552,-2359,970,1170,-7326.6128,-3205.9698,-2798.387041,4120.643,123619.29,407.5827588,12227.48276,-62080,-38800,-46800,23280,-8000,-0.010227849,2881.47924,-62.97259352,30.56870691,400kWh-200kW
6/26/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1000,-1964,686,691.8790079,-8741.8473,-4477.8264,-3840.514855,4264.0209,127920.627,637.3115448,19119.34634,-40000,-27440,-27675.16031,12560,-235.1603146,0.25970527,1970.184268,-178.8606418,47.79836586,400kWh-200kW
6/27/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1245,-861,1016,1016,-12562.3556,-8983.5852,-8605.518715,3578.7704,107363.112,378.0664846,11341.99454,-49800,-40640,-40640,9160,0,0.137578079,0,0,28.35498635,400kWh-200kW
6/28/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2010,-848,1700,1700,-19791.3234,-16959.9418,-16583.39832,2831.3816,84941.448,376.543481,11296.30443,-80400,-68000,-68000,12400,0,0.136794103,0,0,28.24076107,400kWh-200kW
7/13/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2623.471,-1127,1764.471,1767.03913,-20426.01557,-16961.58027,-16585.03679,3464.4353,103933.059,376.543481,11296.30443,-104938.84,-70578.84,-70681.5652,34360,-102.7252023,0.134978113,0,0,28.24076107,400kWh-200kW
7/14/20,TRUE,TRUE,0.41,340,400,200,2cd,1,3173.045,-1954,2678.045,2680.61313,-28860.94371,-23673.88141,-23297.33793,5187.0623,155611.869,376.543481,11296.30443,-126921.8,-107121.8,-107224.5252,19800,-102.7252023,0.134978113,0,0,28.24076107,400kWh-200kW
7/15/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2078.301,-1024,1787.584,1788.854321,-22121.60485,-19013.21395,-18636.67047,3108.3909,93251.727,376.543481,11296.30443,-83132.04,-71503.36,-71554.17285,11628.68,-50.81285211,0.135896356,0,0,28.24076107,400kWh-200kW
7/16/20,TRUE,TRUE,0.41,340,400,200,2cd,1,3082.848,-2129,1521.995,1488,-25024.45131,-16458.49788,-15962.5944,8565.95343,256978.6029,495.903481,14877.10443,-123313.92,-60879.8,-59520,62434.12,1359.8,0.218746579,254.27142,-82,37.19276107,400kWh-200kW
7/17/20,TRUE,TRUE,0.41,340,400,200,2cd,1,2334.505,-659,2008.09,2207.505,-24752.08628,-22810.71158,-22434.1681,1941.3747,58241.241,376.543481,11296.30443,-93380.2,-80323.6,-88300.2,13056.6,-7976.6,-0.041257279,0,0,28.24076107,400kWh-200kW
7/18/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1707.089,-1699,1430.132,1500,-19224.76606,-13646.74236,-13270.19888,5578.0237,167340.711,376.543481,11296.30443,-68283.56,-57205.28,-60000,11078.28,-2794.72,0.085559873,0,0,28.24076107,400kWh-200kW
7/19/20,TRUE,TRUE,0.41,340,400,200,2cd,1,1607.73,-1142,1254.026,1256.59413,-16250.65446,-11564.85306,-11188.30958,4685.8014,140574.042,376.543481,11296.30443,-64309.2,-50161.04,-50263.7652,14148.16,-102.7252023,0.134978113,0,0,28.24076107,400kWh-200kW
3/16/20,TRUE,TRUE,0.41,340,600,300,2cd,1,2881,-2977,1654,1654.000399,-23047.9378,-10890.5644,-9910.032512,12157.3734,364721.202,980.5318883,29415.95665,-115240,-66160,-66160.01595,49080,-0.015949832,0.27110346,611.4414674,-278.0625599,49.02659442,600kWh-300kW
