,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge
0,2020-03-16,True,True,0.41,340,1000,500,2cd,1,2881.0,-2977.0,1654.0,1654.0,-23047.9378,-10890.5644,-9512.3858,12157.3734,364721.2020000001,1378.1785999999993,41345.35799999998,-115240.0,-66160.0,-66160.0,49080.0,0.0,0.2229196109971041,642.72,-245.18
1,2020-03-17,True,True,0.41,340,1000,500,2cd,1,3564.0,-2809.0,1660.0,1668.0,-24679.7444,-12274.1086,-10485.6086,12405.6358,372169.074,1788.5,53655.0,-142560.0,-66400.0,-66720.0,76160.0,-320.0,0.2976477601444436,847.86,-410.0
2,2020-03-18,True,True,0.41,340,1000,500,2cd,1,2061.0,-2783.0,1658.0,1618.0,-21180.242,-9607.8144,-8201.056199999999,11572.4276,347172.828,1406.7582000000002,42202.746000000014,-82440.0,-66320.0,-64720.0,16120.0,1600.0,0.23875028954722244,1404.78,-256.66
3,2020-03-19,True,True,0.41,340,1000,500,2cd,1,1653.0,-2746.0,1012.0,1290.0,-15497.4996,-6300.2739999999985,-5416.1142,9197.2256,275916.768,884.1597999999992,26524.79399999999,-66120.0,-40480.0,-51600.0,25640.0,-11120.0,0.038801240829870576,2736.24,-46.74
4,2020-03-20,True,True,0.41,340,1000,500,2cd,1,1427.0,-2804.0,972.0,1240.0,-15235.138600000002,-5851.1872,-4975.193,9383.951400000002,281518.54200000013,875.9942000000003,26279.826,-57080.0,-38880.0,-49600.0,18200.0,-10720.0,0.04018125753305224,2964.78,-43.46
5,2020-03-21,True,True,0.41,340,1000,500,2cd,1,1534.0,-2599.0,1222.0,1256.0,-16343.2508,-8004.2636,-7156.849,8338.9872,250169.616,847.4146000000003,25422.438,-61360.0,-48880.0,-50240.0,12480.0,-1360.0,0.10723866411986194,1993.68,-31.98
6,2020-03-22,True,True,0.41,340,1000,500,2cd,1,1172.0,-2664.0,806.0,1306.0,-9834.1265,-5464.160400000002,-3875.7176,4369.9661,131098.98299999998,1588.4428000000007,47653.28400000002,-46880.0,-32240.0,-52240.0,14640.0,-20000.0,0.1287945322031585,2337.6600000000008,-329.64
7,2020-04-06,True,True,0.41,340,1000,500,2cd,1,1982.0,-2300.0,1172.0,1326.0,-14098.2394,-7416.160599999997,-5631.7434,6682.0787999999975,200462.36399999997,1784.4171999999994,53532.515999999974,-79280.0,-46880.0,-53040.0,32400.0,-6160.0,0.2597230244180209,1360.32,-408.36
8,2020-04-07,True,True,0.41,340,1000,500,2cd,1,1753.0,-2763.0,1552.0,1850.0,-19039.1088,-8566.8236,-7778.6096,10472.285200000002,314168.55600000004,788.2139999999997,23646.42,-70120.0,-62080.0,-74000.0,8040.0,-11920.0,0.005075279542654298,1793.2199999999998,-8.200000000000014
9,2020-04-08,True,True,0.41,340,1000,500,2cd,1,1342.0,-2683.0,1230.0,1730.0,-14913.468,-6497.8822,-5730.0822,8415.585799999999,252467.574,767.8000000000003,23034.00000000001,-53680.0,-49200.0,-69200.0,4480.0,-20000.0,-0.1535751825677265,3010.8,-0.0
10,2020-04-09,True,True,0.41,340,1000,500,2cd,1,1403.0,-2702.0,1028.0,1480.0,-15992.159200000002,-7034.0116,-5964.0844000000025,8958.147600000002,268744.42800000013,1069.9271999999992,32097.815999999977,-56120.0,-41120.0,-59200.0,15000.0,-18080.0,0.02521268913168595,2949.96,-121.36
11,2020-04-10,True,True,0.41,340,1000,500,2cd,1,2034.0,-2439.0,1034.0,1506.0,-15447.970700000002,-7604.2358,-6836.4357999999975,7843.734900000001,235312.04700000005,767.8000000000011,23034.000000000033,-81360.0,-41360.0,-60240.0,40000.0,-18880.0,-0.12019871473365472,1851.7200000000007,-0.0
12,2020-04-11,True,True,0.41,340,1000,500,2cd,1,1342.0,-431.0,1158.0,1474.0,-15785.060199999998,-14416.5368,-13224.8368,1368.5233999999982,41055.701999999954,1191.7000000000007,35751.00000000002,-53680.0,-46320.0,-58960.0,7360.0,-12640.0,0.09804064952681356,0.0,-0.0
13,2020-04-12,True,True,0.41,340,1000,500,2cd,1,1332.0,-3030.0,1332.0,1470.0,-13704.327400000002,-6929.064,-6161.264,6775.263400000003,203257.90200000012,767.8000000000003,23034.00000000001,-53280.0,-53280.0,-58800.0,0.0,-5520.0,0.05719444891254687,4241.64,-0.0
14,2020-05-04,True,True,0.41,340,1000,500,2cd,1,1178.0,-2545.0,942.0,1298.0,-13355.45,-5483.8826,-4716.0826,7871.567400000001,236147.02200000003,767.8000000000003,23034.00000000001,-47120.0,-37680.0,-51920.0,9440.0,-14240.0,-0.031384504522622765,3123.12,-0.0
15,2020-05-05,True,True,0.41,340,1000,500,2cd,1,1517.0,-356.0,1284.0,1606.0,-15373.0521,-13717.176,-12525.476,1655.8761000000013,49676.28300000004,1191.7000000000007,35751.00000000002,-60680.0,-51360.0,-64240.0,9320.0,-12880.0,0.0962410693752722,0.0,-0.0
16,2020-05-06,True,True,0.41,340,1000,500,2cd,1,1387.0,-804.0,1008.0,1252.0,-13917.9348,-10064.8348,-8873.1348,3853.099999999999,115592.99999999994,1191.7000000000007,35751.00000000002,-55480.0,-40320.0,-50080.0,15160.0,-9760.0,0.11922549579009713,0.0,-0.0
17,2020-05-07,True,True,0.41,340,1000,500,2cd,1,2408.0,-2929.0,1422.0,1428.0,-22149.7157,-9719.7308,-8508.947,12429.9849,372899.547,1210.7837999999992,36323.51399999998,-96320.0,-56880.0,-57120.0,39440.0,-240.0,0.18906325722381445,994.5,-177.94
18,2020-05-08,True,True,0.41,340,1000,500,2cd,1,2133.0,-1474.0,2120.0,2120.0,-23784.7091,-17438.908600000002,-16092.0406,6345.800499999998,190374.015,1346.8680000000022,40406.040000000066,-85320.0,-84800.0,-84800.0,520.0,0.0,0.2169406415790152,0.0,-106.6
