储能规模kWh,储能功率kW,是否工作日,总天数,储能每度电的日收益上限,0~8点超容天数,12～17超容天数,8～10放电受限天数,8～12放电受限天数,17～21放电受限天数,完成2cd天数,完成2cd天数平均每度电日收益,未完成2cd天数,未完成2cd天数平均每度电日收益,平均每度电的日收益,有需量收益天数,有需量收益天数的平均月收益,有需量罚款天数,有需量罚款天数的平均月罚款,平均需量月收益或罚款,平均IRR
1000,250,休息日,52,0.9628697391304347,0,24,32,43,52,1,0.9628697391304349,51,0.3787584908712411,0.38999139949161016,0,,52,-7854.0,-7854.0,-0.01808564161618242
1000,250,工作日,125,0.9628697391304347,1,111,19,74,124,4,0.9628697391304347,121,0.714789156679308,0.722727735317744,0,,125,-5334.0,-5334.0,0.03263256353386787
