,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge,0_8_max_net_load_after_pv,12_17_max_net_load_after_pv,8_10_min_net_load_after_pv,8_12_min_net_load_after_pv,17_21_min_net_load_after_pv,total_pv_production_kWh,storage_per_kWh_revenue,2cd_complete,weekday
0,2020-03-16,True,True,0.39,340,1000,250,2cd,1,2880.903,-2976.98,1653.997,1653.997,-23047.051982899997,-10890.5658537,-9716.063158047826,12156.486129199997,364694.5838759999,1174.5026956521742,35235.08086956522,-115236.12,-66159.88,-66159.88,49076.23999999999,0.0,0.12426880825777986,695.210779168242,-230.3875236294896,1348.0,1653.997,0.0,0.0,1198.0,18122.48,0.9441151720226847,0,1
1,2020-03-17,True,True,0.39,340,1000,250,2cd,1,3563.58,-2808.54,1659.9950000000001,1659.9950000000001,-24679.345127200002,-12274.1070845,-10844.429388847826,12405.238042700003,372157.1412810001,1429.6776956521735,42890.33086956521,-142543.2,-66399.8,-66399.8,76143.40000000001,0.0,0.16336973233429752,960.9159587523628,-345.5812854442344,1659.9950000000001,921.9970000000001,367.9970000000003,0.0,1052.0,19033.93,1.0840964102079391,1,1
2,2020-03-18,True,True,0.39,340,1000,250,2cd,1,2060.518,-2782.51,1658.0,1408.0,-21179.5389703,-9607.8139723,-8559.877055947825,11571.724998,347151.74994,1047.936916352175,31438.107490565253,-82420.72,-66320.0,-56320.0,16100.720000000001,10000.0,0.1641720974898322,1589.182313875236,-173.25187854442342,1118.0,662.0,0.0,0.0,1044.0,19155.98,0.8746850378077516,0,1
3,2020-03-19,True,True,0.39,340,1000,250,2cd,1,1653.362,-2745.84,1011.9960000000001,1040.0,-15495.8523716,-6300.2681378,-5519.759724947826,9195.5842338,275867.527014,780.5084128521739,23415.252385565218,-66134.48000000001,-40479.840000000004,-41600.0,25654.640000000007,-1120.1599999999962,0.05109986676900613,2938.0325667674856,-52.526512287334626,790.0,526.0030000000002,0.0,0.0,792.0,18679.18,0.7279819005648392,0,1
4,2020-03-20,True,True,0.39,340,1000,250,2cd,1,1427.01,-2804.27,972.0,990.0,-15234.525805199999,-5851.1851586,-5078.839283647826,9383.340646599998,281500.2193979999,772.3458749521742,23170.376248565226,-57080.4,-38880.0,-39600.0,18200.4,-720.0,0.05242305592641672,3184.766292362949,-48.841694234404464,778.003,587.9949999999999,0.0,0.0,656.0,19786.19,0.7235041807177697,0,1
5,2020-03-21,True,True,0.39,340,1000,250,2cd,1,1534.0410000000002,-2598.85,1222.004,1120.0010000000002,-16344.464913,-8004.2673389,-7260.499022547827,8340.197574099999,250205.92722299998,743.7683163521733,22313.0494905652,-61361.64000000001,-48880.159999999996,-44800.04000000001,12481.48000000001,4080.119999999988,0.07987012128514359,2141.091459810964,-35.940914461247615,870.003,1222.004,0.0,0.0,772.0,15597.19,0.7078274018909256,0,0
6,2020-03-22,True,True,0.39,340,1000,250,2cd,1,1171.765,-2663.88,806.0,1056.0,-9834.196858899999,-5464.1560733999995,-4289.653377747825,4370.040785499999,131101.223565,1174.5026956521742,35235.08086956522,-46870.600000000006,-32240.0,-42240.0,14630.600000000006,-10000.0,0.06008999799561354,2607.057919168242,-230.38752362948964,806.0,378.00399999999996,0.0,0.0,504.00199999999995,12398.82,0.9441151720226847,0,0
7,2020-04-06,True,True,0.39,340,1000,250,2cd,1,1982.404,-2300.4,1172.0,1076.0,-14097.6271891,-7416.1514136999995,-6072.466106947826,6681.4757754,200444.273262,1343.6853067521733,40310.5592025652,-79296.16,-46880.0,-43040.0,32416.160000000003,3840.0,0.17271596076955964,1560.97650805293,-299.28571395085066,846.003,249.99800000000005,202.00099999999998,0.0,703.996,13330.470000000001,1.0443995928013228,1,1
8,2020-04-07,True,True,0.39,340,1000,250,2cd,1,1753.3629999999998,-2762.95,1552.0,1802.0,-19039.988743399997,-8566.810671,-7882.249078847826,10473.178072399998,314195.342172,684.561592152173,20536.84776456519,-70134.51999999999,-62080.0,-72080.0,8054.5199999999895,-10000.0,-0.057759797559260306,1929.639355463138,-9.21319706994322,1552.0,951.9970000000001,0.0,0.0,932.0,17691.010000000002,0.6753483950822298,0,1
9,2020-04-08,True,True,0.39,340,1000,250,2cd,1,1341.519,-2682.87,1230.0,1480.0,-14914.501102799999,-6497.8798965999995,-5833.727200947826,8416.6212062,252498.636186,664.1526956521739,19924.580869565216,-53660.76,-49200.0,-59200.0,4460.760000000002,-10000.0,-0.06563063288707938,3242.39958,-0.0,1230.0,563.9989999999999,0.0,0.0,747.998,18441.98,0.6641526956521738,0,1
10,2020-04-09,True,True,0.39,340,1000,250,2cd,1,1403.1789999999999,-2702.33,1028.0,1230.0,-15992.4289474,-7034.012376899999,-6114.684681247825,8958.416570500001,268752.49711500003,919.327695652174,27579.830869565223,-56127.159999999996,-41120.0,-49200.0,15007.159999999996,-8080.0,0.026572347852732436,3177.1468595841206,-115.19376181474482,980.0,594.002,0.0,0.0,864.0010000000001,19296.53,0.8041339338374293,0,1
11,2020-04-10,True,True,0.39,340,1000,250,2cd,1,2033.6779999999999,-2439.11,1034.0,1256.0,-15447.7831864,-7604.238261500001,-6940.085565847826,7843.544924899999,235306.347747,664.1526956521748,19924.580869565245,-81347.12,-41360.0,-50240.0,39987.119999999995,-8880.0,-0.0492996253841157,1994.1562199999998,-0.0,1006.0,812.0039999999999,0.0,0.0,876.003,14683.509999999998,0.6641526956521747,0,1
12,2020-04-11,True,True,0.39,340,1000,250,2cd,1,1341.73,-431.06,1158.0,1372.003,-15784.085352899998,-14416.536459899999,-13462.035416421739,1367.5488929999992,41026.46678999998,954.5010434782598,28635.031304347795,-53669.2,-46320.0,-54880.119999999995,7349.199999999997,-8560.119999999995,0.029833391413278232,0.0,-0.0,974.0,1158.0,813.999,798.0,876.0,1866.5900000000001,0.9545010434782598,1,0
13,2020-04-12,True,True,0.39,340,1000,250,2cd,1,1332.0,-3030.08,1332.0,1332.0,-13704.556884100002,-6929.066296200001,-6264.913600547827,6775.490587900002,203264.71763700005,664.1526956521739,19924.580869565216,-53280.0,-53280.0,-53280.0,0.0,0.0,0.03766342908380249,4567.92336,-0.0,970.0,827.998,0.0,0.0,700.0,19326.52,0.6641526956521738,0,0
14,2020-05-04,True,True,0.39,340,1000,250,2cd,1,1177.969,-2545.24,942.0,1048.0,-13356.009627,-5483.8871886,-4819.734492947826,7872.1224384,236163.673152,664.1526956521739,19924.580869565216,-47118.76,-37680.0,-41920.0,9438.760000000002,-4240.0,0.003750127259504632,3363.3633599999994,-0.0,842.0,254.0,0.0,0.0,716.0,18035.48,0.6641526956521738,0,1
15,2020-05-05,True,True,0.39,340,1000,250,2cd,1,1517.0339999999999,-355.56,1284.004,1490.0020000000002,-15373.842061,-13717.168868,-12762.667824521739,1656.6731929999987,49700.19578999996,954.5010434782616,28635.03130434785,-60681.35999999999,-51360.159999999996,-59600.08000000001,9321.199999999997,-8239.920000000013,0.03223248255667088,0.0,-0.0,884.0,1284.004,717.998,717.998,810.0,2231.76,0.9545010434782616,1,1
16,2020-05-06,True,True,0.39,340,1000,250,2cd,1,1387.125,-804.35,1008.0,1002.0,-13918.869492799999,-10064.832390799998,-9110.331347321739,3854.0371020000002,115621.11306,954.5010434782598,28635.031304347795,-55485.0,-40320.0,-40080.0,15165.0,240.0,0.09028261579432639,0.0,-0.0,752.0,993.998,460.0039999999999,39.99599999999998,528.0,4933.85,0.9545010434782598,1,1
17,2020-05-07,True,True,0.39,340,1000,250,2cd,1,2408.444,-2928.99,1422.0,1350.0,-22150.4596866,-9719.734822899998,-8733.041947947826,12430.724863700001,372921.74591100006,986.6928749521721,29600.786248565164,-96337.76,-56880.0,-54000.0,39457.759999999995,2880.0,0.1121712037219551,1096.4806632136106,-145.60445415879013,984.0,756.0010000000001,0.0,0.0,1220.002,18479.07,0.8410884207933821,0,1
18,2020-05-08,True,True,0.39,340,1000,250,2cd,1,2132.506,-1473.88,2120.0,2039.9959999999999,-23785.8987908,-17438.901780400003,-16335.200736921739,6346.9970103999985,190409.91031199996,1103.7010434782642,33111.031304347925,-85300.23999999999,-84800.0,-81599.84,500.2399999999907,3200.1600000000035,0.13255955982634182,4.198740000000029,-97.5,1340.0,1789.9959999999999,327.9970000000002,133.99700000000007,1443.997,8156.32,1.0062010434782642,1,1
19,2020-05-09,True,True,0.39,340,1000,250,2cd,1,2193.981,-1400.17,1696.0,1946.0,-22054.262725399996,-16527.6000714,-15573.09902792174,5526.662653999996,165799.87961999988,954.5010434782598,28635.031304347795,-87759.24,-67840.0,-77840.0,19919.240000000005,-10000.0,0.018609798220106333,0.0,-0.0,1696.0,1431.996,1110.0030000000002,467.99599999999987,1134.0,7468.4400000000005,0.9545010434782598,1,0
20,2020-05-10,True,True,0.39,340,1000,250,2cd,1,2671.906,-2803.91,1424.0,1674.0,-19971.6533494,-10914.489438,-9636.459732463516,9057.163911399999,271714.91734199994,1278.0297055364845,38340.89116609453,-106876.23999999999,-56960.0,-66960.0,49916.23999999999,-10000.0,0.07804079613022163,545.16042,-246.48155999999997,1424.0,641.999,693.9970000000001,0.0,1036.0,13310.78,1.0315481455364846,1,0
21,2020-06-22,True,True,0.39,340,1000,250,2cd,1,3434.816,-1099.48,2921.9959999999996,2751.9959999999996,-26592.297144099997,-21686.6326751,-20732.131631621738,4905.664468999996,147169.93406999987,954.5010434782635,28635.031304347904,-137392.63999999998,-116879.83999999998,-110079.83999999998,20512.800000000003,6800.0,0.1310277438310996,0.0,-0.0,1328.0,1797.9970000000003,1199.9970000000003,1199.9970000000003,1382.0,6010.89,0.9545010434782635,1,1
22,2020-06-23,True,True,0.39,340,1000,250,2cd,1,2540.199,-481.4,2267.9990000000003,2167.998,-25684.5107134,-23642.0366854,-22687.53564192174,2042.4740280000005,61274.220840000016,954.5010434782598,28635.031304347795,-101607.96,-90719.96,-86719.92,10888.0,4000.040000000008,0.1139545839750078,0.0,-0.0,1558.0,1917.998,1931.997,1429.999,1246.0,2946.0,0.9545010434782598,1,1
23,2020-06-24,True,True,0.39,340,1000,250,2cd,1,2727.781,-2667.78,1631.996,1631.996,-22154.3355632,-12173.095982499999,-11086.550266147826,9981.2395807,299437.187421,1086.5457163521733,32596.371490565198,-109111.23999999999,-65279.840000000004,-65279.840000000004,43831.39999999999,0.0,0.11030800982608424,56.43586604914951,-160.53448724007546,1258.0,1631.996,0.0,0.0,970.0,12967.11,0.9260112291120978,0,1
24,2020-06-25,True,True,0.39,340,1000,250,2cd,1,1551.543,-2358.59,970.0,1220.0,-7326.0393982,-3205.9708207,-2772.498366447826,4120.0685775,123602.057325,433.472454252174,13004.173627565218,-62061.719999999994,-38800.0,-48800.0,23261.719999999994,-10000.0,-0.217663816628356,3103.138442041588,-59.89937381852548,970.0,0.0,0.0,0.0,64.001,12857.09,0.3735730804336485,0,1
25,2020-06-26,True,True,0.39,340,1000,250,2cd,1,999.732,-1963.61,686.0,686.0,-8740.9646008,-4477.8238346,-3297.200001047826,4263.1407662,127894.22298600001,1180.623833552174,35418.71500656522,-39989.28,-27440.0,-27440.0,12549.279999999999,0.0,0.1252298199462245,2053.8736921361055,-233.15079158790178,340.0,446.00199999999995,66.00100000000009,0.0,528.0,10808.2,0.9474730419642722,0,1
26,2020-06-27,True,True,0.39,340,1000,250,2cd,1,1245.4589999999998,-861.46,1016.0,1016.0,-12562.959684999998,-8983.59159,-8058.125696900378,3579.368094999998,107381.04284999994,925.465893099622,27763.97679298866,-49818.35999999999,-40640.0,-40640.0,9178.359999999993,0.0,0.08387970476259254,0.0,-0.0,616.0,572.0030000000002,680.0000000000001,667.9989999999999,416.00100000000003,4628.1,0.925465893099622,0,0
27,2020-06-28,True,True,0.39,340,1000,250,2cd,1,2010.0520000000001,-847.81,1700.0,1700.0,-19791.290882,-16959.938393999997,-16005.437350521737,2831.352488000004,84940.57464000012,954.5010434782598,28635.031304347795,-80402.08,-68000.0,-68000.0,12402.080000000002,0.0,0.08873766538256023,0.0,-0.0,917.997,1502.0020000000002,1116.0040000000001,1047.996,1330.0,4200.0,0.9545010434782598,1,0
28,2020-07-13,True,True,0.39,340,1000,250,2cd,1,2623.4709999999995,-1127.03,1764.0009999999995,2014.0009999999995,-20426.015566399998,-16961.750877399998,-16007.249833921738,3464.2646889999996,103927.94066999998,954.5010434782598,28635.031304347795,-104938.83999999998,-70560.03999999998,-80560.03999999998,34378.8,-10000.0,0.018609798220106333,0.0,-0.0,486.0,1764.0009999999995,1041.995,1041.995,1166.0,4973.1900000000005,0.9545010434782598,1,1
29,2020-07-14,True,True,0.39,340,1000,250,2cd,1,3173.045,-1953.67,2677.995,2927.995,-28860.943713299996,-23675.219210299998,-22720.718166821738,5185.724502999998,155571.73508999991,954.5010434782598,28635.031304347795,-126921.8,-107119.79999999999,-117119.79999999999,19802.000000000015,-10000.0,0.018609798220106333,0.0,-0.0,1454.0,2677.995,1331.996,1331.996,1477.997,7012.389999999999,0.9545010434782598,1,1
30,2020-07-15,True,True,0.39,340,1000,250,2cd,1,2078.301,-1024.3,1788.004,1860.004,-22121.604851699998,-19013.067495699997,-18058.566452221738,3108.5373560000007,93256.12068000002,954.5010434782598,28635.031304347795,-83132.04,-71520.16,-74400.16,11611.87999999999,-2880.0,0.06982056087028132,0.0,-0.0,1418.0,1610.004,1114.001,1114.001,1198.0,4090.0200000000004,0.9545010434782598,1,1
31,2020-07-16,True,True,0.39,340,1000,250,2cd,1,3082.848,-2128.85,1521.995,1578.0,-25024.4513057,-16458.590039100003,-15354.888995621739,8565.861266599997,256975.83799799992,1103.7010434782642,33111.031304347925,-123313.92,-60879.799999999996,-63120.0,62434.12,-2240.2000000000044,0.09904522865954801,252.83916000000002,-97.5,1198.0,1328.0,953.998,489.9979999999998,1260.002,11236.74,1.0062010434782642,1,1
32,2020-07-17,True,True,0.39,340,1000,250,2cd,1,2334.505,-659.05,2008.0000000000002,2257.995,-24752.086279999996,-22811.083386,-21856.58234252174,1941.0028939999975,58230.086819999924,954.5010434782598,28635.031304347795,-93380.20000000001,-80320.00000000001,-90319.79999999999,13060.199999999997,-9999.799999999974,0.01861140942862094,0.0,-0.0,1773.997,1819.9969999999998,1932.004,1932.004,1191.998,2813.4700000000003,0.9545010434782598,1,1
33,2020-07-18,True,True,0.39,340,1000,250,2cd,1,1707.089,-1699.09,1430.002,1550.0,-19224.7660618,-13645.9784998,-12742.604328817579,5578.787562000001,167363.62686000005,903.3741709824208,27101.225129472623,-68283.56,-57200.08,-62000.0,11083.479999999996,-4799.919999999998,0.04754279194594768,0.0,-0.0,1300.0,1430.002,788.0029999999998,7.999000000000024,970.0,6983.11,0.9033741709824208,0,0
34,2020-07-19,True,True,0.39,340,1000,250,2cd,1,1607.73,-1141.85,1253.996,1503.996,-16250.654462499999,-11564.4998285,-10609.998785021739,4686.154633999999,140584.63901999994,954.5010434782616,28635.03130434785,-64309.2,-50159.840000000004,-60159.840000000004,14149.359999999993,-10000.0,0.018609798220106555,0.0,-0.0,844.0,1253.996,384.00199999999995,384.00199999999995,775.9970000000001,5958.17,0.9545010434782616,1,0
