datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery,battery_discharge,battery_charge_from_solar,battery_charge_from_grid,energy_price,solar_purchase_price,solar_export_price
2021-06-24 00:00:00,-250.0,-0.0,1454.7,1204.7,0.0,1204.7,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.39,0.42
2021-06-24 01:00:00,-250.0,230.0,1451.0,1201.0,0.0,1201.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.39,0.42
2021-06-24 02:00:00,-250.0,460.0,1393.7,1143.7,0.0,1143.7,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.39,0.42
2021-06-24 03:00:00,-250.0,690.0,1533.3,1283.3,0.0,1283.3,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2529,0.39,0.42
2021-06-24 04:00:00,-86.95652173913038,920.0,1505.6565217391303,1418.7,0.0,1418.7,0.0,0.0,0.0,0.0,-0.0,-86.95652173913038,0.2529,0.39,0.42
2021-06-24 05:00:00,-0.0,1000.0,1435.4,1498.75,63.35,1435.4,63.35,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42
2021-06-24 06:00:00,-0.0,1000.0,1937.4,2130.76,193.36,1937.4,193.36,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42
2021-06-24 07:00:00,-0.0,1000.0,1928.9,2446.8,517.9,1928.9,517.9,0.0,0.0,-0.0,-0.0,0.0,0.2529,0.39,0.42
2021-06-24 08:00:00,250.0,1000.0,1131.5000000000002,2828.01,1446.51,1381.5000000000002,1446.51,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 09:00:00,250.0,728.2608695652174,1046.4,3001.5,1705.1,1296.4,1705.1,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 10:00:00,250.0,456.52173913043475,682.8000000000002,3179.03,2246.23,932.8000000000002,2246.23,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 11:00:00,169.99999999999997,184.78260869565213,423.6999999999998,3033.48,2439.78,593.6999999999998,2439.78,0.0,0.0,169.99999999999997,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 12:00:00,-250.0,-0.0,876.1999999999998,2772.58,2146.38,626.1999999999998,2146.38,0.0,0.0,0.0,-0.0,-250.0,0.5968,0.39,0.42
2021-06-24 13:00:00,-250.0,230.0,495.7000000000003,2438.61,2192.91,245.70000000000027,2192.91,0.0,0.0,0.0,-0.0,-250.0,0.5968,0.39,0.42
2021-06-24 14:00:00,-250.0,460.0,1051.2,2833.36,2032.16,801.2,2032.16,0.0,0.0,0.0,-0.0,-250.0,0.5968,0.39,0.42
2021-06-24 15:00:00,-250.0,690.0,1828.1999999999998,2968.47,1390.27,1578.1999999999998,1390.27,0.0,0.0,0.0,-0.0,-250.0,0.5968,0.39,0.42
2021-06-24 16:00:00,-86.95652173913038,920.0,1646.2565217391307,2471.84,912.54,1559.3000000000002,912.54,0.0,0.0,0.0,-0.0,-86.95652173913038,0.5968,0.39,0.42
2021-06-24 17:00:00,250.0,1000.0,2413.1000000000004,3008.55,345.45,2663.1000000000004,345.45,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 18:00:00,250.0,728.2608695652174,1679.7,2028.73,99.03,1929.7,99.03,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 19:00:00,250.0,456.52173913043475,1627.2,1877.4,0.2,1877.2,0.2,0.0,0.0,250.0,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 20:00:00,169.99999999999997,184.78260869565213,1685.4,1855.4,0.0,1855.4,0.0,0.0,0.0,169.99999999999997,-0.0,0.0,1.0207,0.39,0.42
2021-06-24 21:00:00,0.0,-0.0,1958.4,1958.4,0.0,1958.4,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42
2021-06-24 22:00:00,0.0,-0.0,1958.8,1958.8,0.0,1958.8,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42
2021-06-24 23:00:00,0.0,-0.0,2474.3,2474.3,0.0,2474.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.5968,0.39,0.42
