datetime,battery_power,battery_energy,net_load_after_storage,net_load_before_pv,pv,net_load_after_pv,solar_to_load,solar_to_grid,solar_to_battery,battery_discharge,battery_charge_from_solar,battery_charge_from_grid,energy_price,solar_purchase_price,solar_export_price
2020-08-18 00:00:00,-250.0,-0.0,321.43242441,71.43242441,0.0,71.43242441,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:05:00,-250.0,19.166666666666664,323.66153846,73.66153846,0.0,73.66153846,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:10:00,-250.0,38.33333333333333,316.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:15:00,-250.0,57.49999999999999,322.28461538,72.28461538,0.0,72.28461538,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:20:00,-250.0,76.66666666666666,315.63846154,65.63846154,0.0,65.63846154,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:25:00,-250.0,95.83333333333331,314.79230769000003,64.79230769,0.0,64.79230769,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:30:00,-250.0,114.99999999999997,315.74285714,65.74285714,0.0,65.74285714,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:35:00,-250.0,134.16666666666663,318.76923077,68.76923077,0.0,68.76923077,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:40:00,-250.0,153.3333333333333,324.83846154,74.83846154,0.0,74.83846154,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:45:00,-250.0,172.49999999999994,322.78461538,72.78461538,0.0,72.78461538,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:50:00,-250.0,191.6666666666666,315.62307692,65.62307692,0.0,65.62307692,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 00:55:00,-250.0,210.83333333333326,313.97333333,63.97333333,0.0,63.97333333,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:00:00,-250.0,229.99999999999991,322.75384615,72.75384615,0.0,72.75384615,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:05:00,-250.0,249.16666666666657,317.06153846,67.06153846,0.0,67.06153846,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:10:00,-250.0,268.33333333333326,318.31538462000003,68.31538462,0.0,68.31538462,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:15:00,-250.0,287.49999999999994,314.47692308,64.47692308,0.0,64.47692308,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:20:00,-250.0,306.66666666666663,315.3,65.3,0.0,65.3,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:25:00,-250.0,325.8333333333333,319.2,69.2,0.0,69.2,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:30:00,-250.0,345.0,319.50769231,69.50769231,0.0,69.50769231,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:35:00,-250.0,364.1666666666667,321.44615385,71.44615385,0.0,71.44615385,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:40:00,-250.0,383.33333333333337,315.4,65.4,0.0,65.4,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:45:00,-250.0,402.50000000000006,316.10769231,66.10769231,0.0,66.10769231,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
2020-08-18 01:50:00,-250.0,421.66666666666674,313.27692308,63.27692308,0.0,63.27692308,0.0,0.0,0.0,0.0,-0.0,-250.0,0.2589,0.35,0.42
