,date,simulate_pv,solar_to_battery,solar_to_battery_purchase_price,pv_size_kW,storage_size_kWh,storage_power_kW,control_mode,weather_normalization,peak_load,peak_pv,peak_net_load_after_pv,peak_net_load_after_storage,original_energy_bill,post_pv_energy_bill,post_pv&storage_energy_bill,pv_energy_saving,pv_energy_saving_monthly,storage_energy_saving,storage_energy_saving_monthly,original_demand_bill,post_pv_demand_bill,post_pv&storage_demand_bill,pv_demand_saving,storage_demand_saving,IRR,pv_export_revenue,pv_import_charge,0_8_max_net_load_after_pv,12_17_max_net_load_after_pv,8_10_min_net_load_after_pv,8_12_min_net_load_after_pv,17_21_min_net_load_after_pv,total_pv_production_kWh,storage_per_kWh_revenue,2cd_complete,weekday
27,2020-08-28,False,False,0.35,340,500,125,2cd,1,441.7076923,-0.0,441.7076923,489.0307692,-3210.5691383513895,-3210.5691383513895,-2760.2104220745714,0.0,0.0,450.3587162768181,13510.761488304543,-17668.307692000002,-17668.307692000002,-19561.230768,0.0,-1892.9230759999991,0.06901255646771332,0.0,-0.0,128.4846154,364.0307692,323.8230769,248.7615385,44.94615385,0.0,0.9007174325536361,0,1
28,2020-08-29,False,False,0.35,340,500,125,2cd,1,53.85384615,-0.0,53.85384615,178.85384615,-607.314773540025,-607.314773540025,-537.2303383603694,0.0,0.0,70.08443517965566,2102.5330553896697,-2154.153846,-2154.153846,-7154.153846,0.0,-5000.0,,0.0,-0.0,53.85384615,52.86153846,32.36153846,32.36153846,32.36923077,0.0,0.1401688703593113,0,0
29,2020-08-30,False,False,0.35,340,500,125,2cd,1,57.3,-0.0,57.3,182.3,-637.2931131107928,-637.2931131107928,-546.5250959811738,0.0,0.0,90.76801712961901,2723.0405138885703,-2292.0,-2292.0,-7292.0,0.0,-5000.0,,0.0,-0.0,46.72307692,57.3,34.55384615,34.55384615,34.71538462,0.0,0.18153603425923803,0,0
30,2020-08-31,False,False,0.35,340,500,125,2cd,1,366.2,-0.0,366.2,461.7230769,-2497.3545788550105,-2497.3545788550105,-2162.5471378917846,0.0,0.0,334.8074409632259,10044.223228896775,-14648.0,-14648.0,-18468.923076,0.0,-3820.923075999999,-0.01806343783169362,0.0,-0.0,89.36153846,336.7230769,256.9384615,166.9571429,55.84615385,0.0,0.6696148819264518,0,1
31,2020-09-01,False,False,0.35,340,500,125,2cd,1,427.6461538,-0.0,427.6461538,475.7615385,-3297.4485251033407,-3297.4485251033407,-2829.582324744025,0.0,0.0,467.8662003593158,14035.986010779474,-17105.846152,-17105.846152,-19030.46154,0.0,-1924.615388000002,0.07524319041726968,0.0,-0.0,183.4615385,350.7615385,298.2538462,201.3428571,62.32307692,0.0,0.9357324007186316,0,1
32,2020-09-02,False,False,0.35,340,500,125,2cd,1,406.5384615,-0.0,406.5384615,461.8153846,-3076.044769697579,-3076.044769697579,-2627.298565132296,0.0,0.0,448.7462045652828,13462.386136958485,-16261.53846,-16261.53846,-18472.615384,0.0,-2211.076924000001,0.0636136293391143,0.0,-0.0,135.1153846,336.8153846,291.1384615,213.7384615,59.08461538,0.0,0.8974924091305656,0,1
33,2020-09-03,False,False,0.35,340,500,125,2cd,1,384.9384615,-0.0,384.9384615,466.8384615,-3012.0711103954723,-3012.0711103954723,-2560.0004962145395,0.0,0.0,452.0706141809328,13562.118425427983,-15397.53846,-15397.53846,-18673.53846,0.0,-3276.0,0.04856579738110445,0.0,-0.0,132.3923077,341.8384615,273.1384615,199.5230769,57.06923077,0.0,0.9041412283618656,0,1
34,2020-09-04,False,False,0.35,340,500,125,2cd,1,394.5615385,-0.0,394.5615385,511.3214286,-3119.353385540514,-3119.353385540514,-2637.918515975296,0.0,0.0,481.4348695652179,14443.046086956538,-15782.46154,-15782.46154,-20452.857144,0.0,-4670.395604000001,0.03847530357850104,0.0,-0.0,133.0076923,386.3214286,238.8230769,238.18,65.60769231,0.0,0.9628697391304358,1,1
35,2020-09-05,False,False,0.35,340,500,125,2cd,1,338.4461538,-0.0,338.4461538,398.9153846,-2105.51703126154,-2105.51703126154,-1807.7001468644244,0.0,0.0,297.8168843971157,8934.50653191347,-13537.846152,-13537.846152,-15956.615383999999,0.0,-2418.7692319999987,-0.007555035769247764,0.0,-0.0,63.27692308,273.9153846,158.5384615,158.5384615,46.26923077,0.0,0.5956337687942314,0,0
36,2020-09-06,False,False,0.35,340,500,125,2cd,1,94.13846154,-0.0,94.13846154,219.13846153999998,-790.8964932411254,-790.8964932411254,-679.4568876913002,0.0,0.0,111.43960554982527,3343.188166494758,-3765.5384615999997,-3765.5384615999997,-8765.5384616,0.0,-5000.0,,0.0,-0.0,57.64615385,94.13846154,49.26153846,37.46923077,34.43076923,0.0,0.22287921109965056,0,0
37,2020-09-07,False,False,0.35,340,500,125,2cd,1,376.8692308,-0.0,376.8692308,450.6461538,-2865.4815320494226,-2865.4815320494226,-2412.2961517986623,0.0,0.0,453.1853802507603,13595.56140752281,-15074.769232,-15074.769232,-18025.846152,0.0,-2951.0769199999977,0.05406660269421404,0.0,-0.0,127.7785714,314.1615385,295.8307692,184.7307692,62.97692308,0.0,0.9063707605015207,0,1
38,2020-09-08,False,False,0.35,340,500,125,2cd,1,403.9384615,-0.0,403.9384615,451.0,-3271.3354302417497,-3271.3354302417497,-2791.3127114064405,0.0,0.0,480.0227188353092,14400.681565059276,-16157.53846,-16157.53846,-18040.0,0.0,-1882.4615400000002,0.08045680522455245,0.0,-0.0,186.7923077,326.0,295.4230769,175.9230769,70.75384615,0.0,0.9600454376706185,0,1
39,2020-09-09,False,False,0.35,340,500,125,2cd,1,361.5692308,-0.0,361.5692308,474.2076923,-3118.644099780652,-3118.644099780652,-2637.2092302154347,0.0,0.0,481.43486956521747,14443.046086956525,-14462.769232,-14462.769232,-18968.307692000002,0.0,-4505.538460000002,0.04111802365242556,0.0,-0.0,208.0615385,349.2076923,271.8923077,157.8923077,76.03846154,0.0,0.9628697391304349,1,1
40,2020-09-10,False,False,0.35,340,500,125,2cd,1,390.3142857,-0.0,390.3142857,480.2461538,-3171.671733897279,-3171.671733897279,-2722.1280333567965,0.0,0.0,449.5437005404824,13486.311016214473,-15612.571428000001,-15612.571428000001,-19209.846152,0.0,-3597.274723999997,0.04246377392851919,0.0,-0.0,135.1923077,355.2461538,299.8384615,184.0692308,62.22857143,0.0,0.8990874010809649,0,1
41,2020-09-11,False,False,0.35,340,500,125,2cd,1,441.9076923,-0.0,441.9076923,442.7461538,-3150.3786678334445,-3150.3786678334445,-2705.795842129501,0.0,0.0,444.5828257039434,13337.484771118303,-17676.307692000002,-17676.307692000002,-17709.846152,0.0,-33.53845999999612,0.0938696869754585,0.0,-0.0,172.6692308,317.7461538,318.3538462,199.6384615,49.77692308,0.0,0.8891656514078868,0,1
